library_name,version_selected,conflicting_version,project,conflict_type
io.netty:netty-codec,4.1.111.Final,4.1.94.Final,1,version_managed
io.netty:netty-codec,4.1.111.Final,4.1.100.Final,1,version_managed
io.netty:netty-buffer,4.1.96.Final,4.1.45.Final,1,omitted_conflict
io.netty:netty-buffer,4.1.84.Final,4.1.82.Final,1,version_managed
io.netty:netty-buffer,4.1.84.Final,4.1.74.Final,1,version_managed
io.netty:netty-buffer,4.1.82.Final,4.1.107.Final,1,omitted_conflict
io.netty:netty-buffer,4.1.121.Final,4.1.86.Final,1,version_managed
io.netty:netty-buffer,4.1.119.Final,4.1.72.Final,1,omitted_conflict
io.netty:netty-buffer,4.1.119.Final,4.1.116.Final,1,omitted_conflict
io.netty:netty-buffer,4.1.119.Final,4.1.100.Final,1,omitted_conflict
io.netty:netty-buffer,4.1.118.Final,4.1.86.Final,1,omitted_conflict
io.netty:netty-buffer,4.1.118.Final,4.1.75.Final,1,version_managed
io.netty:netty-buffer,4.1.118.Final,4.1.110.Final,1,omitted_conflict
io.netty:netty-buffer,4.1.115.Final,4.1.99.Final,1,version_managed
io.netty:netty-buffer,4.1.111.Final,4.1.94.Final,1,version_managed
io.netty:netty-buffer,4.1.111.Final,4.1.100.Final,1,version_managed
io.netty:netty-buffer,4.1.110.Final,4.1.118.Final,1,omitted_conflict
io.netty:netty-buffer,4.1.100.Final,4.1.86.Final,1,version_managed
io.netty:netty-all,4.1.119.Final,4.1.94.Final,1,version_managed
io.netty:netty-all,4.1.119.Final,4.1.87.Final,1,version_managed
io.netty:netty-all,4.1.119.Final,4.1.44.Final,1,version_managed
io.netty:netty-all,4.1.119.Final,4.0.42.Final,1,version_managed
io.netty:netty-all,4.1.116.Final,4.0.42.Final,1,version_managed
io.netty:netty-all,4.1.115.Final,4.1.74.Final,1,version_managed
io.netty:netty-codec,4.1.118.Final,4.1.75.Final,1,version_managed
io.netty:netty-codec,4.1.119.Final,4.1.114.Final,1,version_managed
io.netty:netty-all,4.1.115.Final,4.1.100.Final,1,version_managed
io.netty:netty-codec,4.1.119.Final,4.1.118.Final,1,version_managed
io.netty:netty-codec-http2,4.1.84.Final,4.1.82.Final,1,version_managed
io.netty:netty-codec-http2,4.1.84.Final,4.1.74.Final,1,version_managed
io.netty:netty-codec-http2,4.1.121.Final,4.1.86.Final,1,version_managed
io.netty:netty-codec-http2,4.1.121.Final,4.1.118.Final,1,version_managed
io.netty:netty-codec-http2,4.1.121.Final,4.1.110.Final,1,version_managed
io.netty:netty-codec-http2,4.1.119.Final,4.1.110.Final,1,version_managed
io.netty:netty-codec-http2,4.1.111.Final,4.1.110.Final,1,version_managed
io.netty:netty-codec-http2,4.1.111.Final,4.1.101.Final,1,version_managed
io.netty:netty-codec-http2,4.1.111.Final,4.1.100.Final,1,version_managed
io.netty:netty-codec-http2,4.1.100.Final,4.1.86.Final,1,version_managed
io.netty:netty-codec-http,4.1.84.Final,4.1.82.Final,1,version_managed
io.netty:netty-codec-http,4.1.84.Final,4.1.74.Final,1,version_managed
io.netty:netty-codec-http,4.1.72.Final,4.1.52.Final,1,omitted_conflict
io.netty:netty-codec-http,4.1.121.Final,4.1.86.Final,1,version_managed
io.netty:netty-codec-http,4.1.119.Final,4.1.116.Final,1,version_managed
io.netty:netty-codec-http,4.1.118.Final,4.1.75.Final,1,version_managed
io.netty:netty-codec-http,4.1.111.Final,4.1.94.Final,1,version_managed
io.netty:netty-codec-http,4.1.111.Final,4.1.101.Final,1,version_managed
io.netty:netty-codec-http,4.1.111.Final,4.1.100.Final,1,version_managed
io.netty:netty-codec-http,4.1.100.Final,4.1.86.Final,1,version_managed
io.netty:netty-codec-haproxy,4.1.121.Final,4.1.118.Final,1,version_managed
io.netty:netty-codec-dns,4.1.86.Final,4.1.118.Final,1,omitted_conflict
io.netty:netty-codec,4.1.96.Final,4.1.45.Final,1,omitted_conflict
io.netty:netty-codec,4.1.82.Final,4.1.107.Final,1,omitted_conflict
io.netty:netty-codec,4.1.121.Final,4.1.86.Final,1,version_managed
io.netty:netty-all,4.1.115.Final,4.1.101.Final,1,version_managed
io.micronaut:micronaut-runtime,3.5.4,3.8.5,1,omitted_conflict
io.grpc:grpc-netty-shaded,1.51.1,1.53.0,1,version_managed
io.micrometer:micrometer-observation,1.12.13,1.12.12,1,version_managed
io.micrometer:micrometer-observation,1.12.10,1.12.11,1,omitted_conflict
io.micrometer:micrometer-observation,1.12.1,1.12.2,1,omitted_conflict
io.micrometer:micrometer-observation,1.11.0,1.10.7,1,version_managed
io.micrometer:micrometer-observation,1.10.5,1.10.4,1,version_managed
io.micrometer:micrometer-core,1.15.0,1.10.0,1,version_managed
io.micrometer:micrometer-core,1.14.6,1.14.3,1,version_managed
io.micrometer:micrometer-core,1.14.6,1.1.1,1,version_managed
io.micrometer:micrometer-core,1.14.1,1.14.3,1,version_managed
io.micrometer:micrometer-commons,1.14.5,1.12.8,1,version_managed
io.micrometer:micrometer-commons,1.13.1,1.12.11,1,omitted_conflict
io.micrometer:context-propagation,1.1.3,1.1.2,1,version_managed
io.micrometer:context-propagation,1.1.2,1.1.1,1,version_managed
io.grpc:protoc-gen-grpc-java,1.51.1,1.24.0,1,version_managed
io.grpc:grpc-util,1.70.0,1.68.0,1,omitted_conflict
io.grpc:grpc-stub,1.51.1,1.53.0,1,version_managed
io.grpc:grpc-stub,1.46.0,1.70.0,1,omitted_conflict
io.grpc:grpc-stub,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-stub,1.46.0,1.27.2,1,omitted_conflict
io.grpc:grpc-protobuf-lite,1.46.0,1.70.0,1,omitted_conflict
io.grpc:grpc-protobuf-lite,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-protobuf,1.68.2,1.50.2,1,version_managed
io.grpc:grpc-protobuf,1.51.1,1.53.0,1,version_managed
io.grpc:grpc-protobuf,1.46.0,1.70.0,1,omitted_conflict
io.grpc:grpc-protobuf,1.46.0,1.68.0,1,omitted_conflict
io.grpc:grpc-netty-shaded,1.68.2,1.50.2,1,version_managed
io.micrometer:micrometer-observation,1.12.11,1.13.1,1,omitted_conflict
io.micrometer:micrometer-observation,1.13.0,1.12.6,1,version_managed
io.micronaut:micronaut-runtime,3.5.4,3.10.3,1,omitted_conflict
io.micrometer:micrometer-observation,1.13.12,1.12.12,1,version_managed
io.micronaut:micronaut-runtime,2.5.0,2.5.12,1,omitted_conflict
io.micronaut:micronaut-runtime,2.5.0,2.1.2,1,omitted_conflict
io.micronaut:micronaut-inject,4.8.0,4.8.2,1,omitted_conflict
io.micronaut:micronaut-inject,4.8.0,4.7.13,1,omitted_conflict
io.micronaut:micronaut-inject,3.10.3,3.8.5,1,omitted_conflict
io.micronaut:micronaut-inject,3.10.3,3.5.4,1,omitted_conflict
io.micronaut:micronaut-inject,2.5.0,2.5.12,1,omitted_conflict
io.micronaut:micronaut-inject,2.5.0,2.1.2,1,omitted_conflict
io.micronaut:micronaut-http,4.8.2,4.8.0,1,omitted_conflict
io.micronaut:micronaut-http,3.5.4,3.10.3,1,omitted_conflict
io.micronaut:micronaut-http,2.5.0,2.5.12,1,omitted_conflict
io.micronaut:micronaut-core-reactive,4.8.2,4.8.0,1,omitted_conflict
io.micronaut:micronaut-core,4.8.0,4.8.2,1,omitted_conflict
io.micronaut:micronaut-core,3.10.3,3.5.4,1,omitted_conflict
io.micronaut:micronaut-context,4.8.0,4.8.2,1,omitted_conflict
io.micronaut:micronaut-aop,4.8.2,4.8.0,1,omitted_conflict
io.micronaut:micronaut-aop,3.5.4,3.10.3,1,omitted_conflict
io.micronaut:micronaut-aop,2.5.0,2.5.12,1,omitted_conflict
io.micrometer:micrometer-observation,1.15.0,1.14.7,1,version_managed
io.micrometer:micrometer-observation,1.14.5,1.12.8,1,version_managed
io.micrometer:micrometer-observation,1.14.4,1.14.5,1,version_managed
io.micrometer:micrometer-observation,1.14.1,1.14.0,1,version_managed
io.micrometer:micrometer-observation,1.13.9,1.12.13,1,version_managed
io.micrometer:micrometer-observation,1.13.9,1.12.12,1,version_managed
io.micrometer:micrometer-observation,1.13.2,1.12.8,1,version_managed
xml-apis:xml-apis,1.4.01,1.3.04,1,omitted_conflict
