library_name,version_selected,conflicting_version,project,conflict_type
org.springframework.batch:spring-batch-infrastructure,4.3.10,3.0.6.RELEASE,1,version_managed
org.slf4j:slf4j-api,2.0.17,1.7.25,1,omitted_conflict
org.slf4j:slf4j-api,2.0.17,1.7.22,1,version_managed
org.springframework.boot:spring-boot,3.2.12,2.7.2,1,omitted_conflict
org.slf4j:slf4j-api,2.0.17,1.7.0,1,omitted_conflict
org.slf4j:slf4j-api,2.0.11,2.0.16,1,omitted_conflict
org.slf4j:slf4j-api,2.0.11,2.0.15,1,omitted_conflict
org.slf4j:slf4j-api,2.0.11,2.0.13,1,omitted_conflict
org.slf4j:slf4j-api,1.7.32,2.0.13,1,omitted_conflict
org.springframework.boot:spring-boot-starter,3.4.5,3.4.3,1,version_managed
org.springframework.boot:spring-boot-starter,3.4.5,3.4.4,1,version_managed
org.springframework.boot:spring-boot-starter-actuator,2.7.11,2.6.11,1,version_managed
org.springframework.boot:spring-boot-starter-actuator,3.4.5,3.4.3,1,version_managed
org.springframework.boot:spring-boot-starter-aop,3.4.5,3.0.9,1,version_managed
org.springframework.boot:spring-boot-starter-cache,2.7.11,2.6.13,1,version_managed
org.springframework.boot:spring-boot-starter-cache,3.4.5,3.4.3,1,version_managed
org.slf4j:slf4j-api,1.7.32,2.0.5,1,omitted_conflict
org.slf4j:slf4j-api,1.7.32,2.0.17,1,omitted_conflict
org.springframework.boot:spring-boot-starter-freemarker,2.7.11,2.6.11,1,version_managed
org.springframework.boot:spring-boot-starter-freemarker,3.4.5,3.4.3,1,version_managed
org.slf4j:slf4j-api,2.0.11,1.7.5,1,omitted_conflict
org.slf4j:slf4j-api,1.7.32,2.0.11,1,omitted_conflict
org.slf4j:slf4j-api,1.7.32,2.0.1,1,omitted_conflict
org.slf4j:slf4j-api,1.7.32,1.7.5,1,omitted_conflict
org.springframework.boot:spring-boot-starter-jdbc,2.7.18,1.3.3.RELEASE,1,version_managed
org.slf4j:slf4j-api,1.7.32,1.7.30,1,omitted_conflict
org.springframework.boot:spring-boot-starter-jdbc,3.3.2,3.2.0,1,version_managed
org.slf4j:slf4j-api,1.7.30,2.0.7,1,omitted_conflict
org.slf4j:slf4j-api,1.7.30,1.7.7,1,omitted_conflict
org.springframework.boot:spring-boot-starter-jdbc,3.3.7,3.2.6,1,version_managed
org.slf4j:slf4j-api,1.7.30,1.7.33,1,omitted_conflict
org.springframework.boot:spring-boot-starter,3.4.0,3.4.2,1,version_managed
org.slf4j:slf4j-api,1.7.36,1.7.33,1,version_managed
org.springframework.boot:spring-boot-starter,3.3.5,3.2.12,1,omitted_conflict
org.slf4j:slf4j-api,1.7.36,2.0.0-alpha1,1,version_managed
org.slf4j:slf4j-api,2.0.11,1.7.36,1,omitted_conflict
org.slf4j:slf4j-api,2.0.11,1.7.35,1,omitted_conflict
org.slf4j:slf4j-api,2.0.11,1.7.32,1,omitted_conflict
org.slf4j:slf4j-api,2.0.11,1.7.25,1,omitted_conflict
org.slf4j:slf4j-api,2.0.0,2.0.9,1,omitted_conflict
org.slf4j:slf4j-api,2.0.0,2.0.17,1,omitted_conflict
org.slf4j:slf4j-api,2.0.0,2.0.16,1,omitted_conflict
org.slf4j:slf4j-api,2.0.0,1.7.36,1,omitted_conflict
org.slf4j:slf4j-api,2.0.0,1.7.32,1,omitted_conflict
org.slf4j:slf4j-api,2.0.0,1.7.30,1,omitted_conflict
org.slf4j:slf4j-api,2.0.0,1.7.26,1,omitted_conflict
org.slf4j:slf4j-api,1.7.9,1.7.7,1,omitted_conflict
org.slf4j:slf4j-api,1.7.9,1.7.5,1,omitted_conflict
org.slf4j:slf4j-api,1.7.9,1.7.25,1,omitted_conflict
org.slf4j:slf4j-api,1.7.9,1.7.21,1,omitted_conflict
org.slf4j:slf4j-api,1.7.9,1.7.2,1,omitted_conflict
org.slf4j:slf4j-api,1.7.9,1.7.13,1,omitted_conflict
org.slf4j:slf4j-api,1.7.36,2.0.7,1,omitted_conflict
org.slf4j:slf4j-api,1.7.36,2.0.17,1,version_managed
org.springframework.boot:spring-boot-loader-tools,3.4.5,3.1.2,1,version_managed
org.springframework.boot:spring-boot-starter,2.7.11,2.6.13,1,version_managed
org.junit.platform:junit-platform-launcher,1.11.4,1.11.2,1,version_managed
org.junit.platform:junit-platform-launcher,1.11.0,1.12.2,1,version_managed
org.junit.platform:junit-platform-engine,1.9.2,1.11.4,1,version_managed
org.springframework:spring-context-support,5.3.39,5.3.31,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,1.7.10,1.4.10,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib,1.7.10,1.4.0,1,omitted_conflict
org.springframework:spring-context,6.1.16,6.1.15,1,version_managed
org.springframework:spring-context,6.2.5,6.2.4,1,version_managed
org.springframework:spring-context,6.2.6,5.2.20.RELEASE,1,version_managed
org.springframework:spring-context,6.2.6,6.0.11,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,1.6.10,1.5.32,1,omitted_conflict
org.springframework:spring-context,6.2.6,6.2.5,1,version_managed
org.springframework:spring-context,6.2.7,6.1.10,1,version_managed
org.jetbrains.kotlin:kotlin-scripting-compiler-embeddable,1.7.10,1.3.50,1,omitted_conflict
org.springframework:spring-context-support,6.1.3,6.1.0,1,version_managed
org.springframework:spring-context,6.1.14,6.1.6,1,omitted_conflict
org.jetbrains.kotlin:kotlin-reflect,2.1.20,1.8.10,1,version_managed
org.jetbrains.kotlin:kotlin-reflect,2.1.20,1.6.21,1,version_managed
org.springframework:spring-context-support,6.1.8,6.1.7,1,version_managed
org.jetbrains.kotlin:kotlin-reflect,1.9.25,2.0.0,1,version_managed
org.jetbrains.kotlin:kotlin-reflect,1.9.25,1.9.23,1,version_managed
org.jetbrains.kotlin:kotlin-reflect,1.7.10,1.4.10,1,omitted_conflict
org.springframework:spring-context-support,6.2.0,6.2.2,1,version_managed
org.jetbrains.kotlin:kotlin-reflect,1.7.10,1.3.72,1,omitted_conflict
org.springframework:spring-core,4.3.20.RELEASE,2.0.8,1,omitted_conflict
org.jdom:jdom2,2.0.6.1,2.0.6,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,1.8.10,1.6.20,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,1.8.21,1.4.10,1,version_managed
org.junit.platform:junit-platform-engine,1.8.2,1.9.2,1,version_managed
org.springframework:spring-context,5.2.8.RELEASE,5.3.27,1,omitted_conflict
org.springframework:spring-beans,6.2.6,6.0.11,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-common,1.8.21,1.5.31,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-common,1.8.21,1.4.0,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-common,1.8.10,1.5.31,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-common,1.7.10,1.4.10,1,omitted_conflict
org.springframework:spring-context,4.3.20.RELEASE,2.0.8,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib-common,1.7.10,1.4.0,1,omitted_conflict
org.springframework:spring-context,5.1.13.RELEASE,5.1.18.RELEASE,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib,2.1.21,2.1.0,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib,2.1.21,2.0.20,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib,2.1.20,1.9.21,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,1.8.21,1.6.20,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,2.0.20,1.9.21,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib,2.0.20,1.8.21,1,omitted_conflict
org.springframework:spring-context,5.3.31,5.3.23,1,version_managed
org.springframework:spring-context,5.3.39,5.3.31,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,1.9.25,2.0.0,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,1.9.25,1.9.23,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,1.9.25,1.9.10,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,1.9.25,1.8.21,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib,1.9.25,1.3.40,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib,1.9.21,1.8.21,1,omitted_conflict
org.jctools:jctools-core,4.0.1,2.1.2,1,omitted_conflict
org.jctools:jctools-core,2.1.2,4.0.1,1,omitted_conflict
org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec,2.0.0.Final,1.0.1.Final,1,version_managed
org.hswebframework:hsweb-easy-orm-core,4.1.3,4.1.3-SNAPSHOT,1,version_managed
org.jboss.logging:jboss-logging,3.3.1.Final,3.3.0.Final,1,omitted_conflict
org.javassist:javassist,3.30.2-GA,3.28.0-GA,1,version_managed
org.javassist:javassist,3.30.2-GA,3.25.0-GA,1,version_managed
org.springframework:spring-core,5.3.39,6.0.14,1,omitted_conflict
org.javassist:javassist,3.30.2-GA,3.20.0-GA,1,omitted_conflict
org.javassist:javassist,3.29.2-GA,3.25.0-GA,1,version_managed
org.javassist:javassist,3.27.0-GA,3.29.2-GA,1,omitted_conflict
org.javassist:javassist,3.21.0-GA,3.29.2-GA,1,omitted_conflict
org.springframework:spring-core,5.3.39,6.1.4,1,omitted_conflict
org.hswebframework:hsweb-easy-orm-rdb,4.1.3,4.1.3-SNAPSHOT,1,version_managed
org.hibernate:hibernate-jpamodelgen,5.6.15.Final,5.6.14.Final,1,version_managed
org.springframework:spring-core,5.1.13.RELEASE,5.1.18.RELEASE,1,omitted_conflict
org.hdrhistogram:HdrHistogram,2.2.2,2.1.8,1,omitted_conflict
org.hdrhistogram:HdrHistogram,2.2.2,2.1.12,1,version_managed
org.hamcrest:hamcrest-library,2.2,2.1,1,omitted_conflict
org.hamcrest:hamcrest-library,2.2,1.1,1,version_managed
org.springframework:spring-core,5.3.39,6.1.9,1,omitted_conflict
org.hamcrest:hamcrest-core,2.2,1.1,1,version_managed
org.hamcrest:hamcrest-core,1.1,1.3,1,omitted_conflict
org.hamcrest:hamcrest-core,2.2,1.3,1,omitted_conflict
org.slf4j:slf4j-api,2.0.7,1.7.21,1,version_managed
org.hamcrest:hamcrest,3.0,2.1,1,omitted_conflict
org.jboss.logging:jboss-logging,3.4.1.Final,3.3.1.Final,1,version_managed
org.springframework:spring-core,5.3.39,5.3.24,1,omitted_conflict
org.springframework:spring-core,5.3.39,5.3.19,1,omitted_conflict
org.springframework:spring-core,5.3.39,5.3.13,1,omitted_conflict
org.springframework:spring-core,5.2.8.RELEASE,5.3.27,1,omitted_conflict
org.jboss.logging:jboss-logging,3.6.1.Final,3.6.0.Final,1,version_managed
org.springframework:spring-core,5.3.31,5.2.0.RELEASE,1,omitted_conflict
org.springframework:spring-core,5.3.31,5.3.39,1,omitted_conflict
org.springframework:spring-core,5.3.39,4.1.9.RELEASE,1,omitted_conflict
org.springframework:spring-core,5.3.39,4.2.9.RELEASE,1,omitted_conflict
org.jboss.logging:jboss-logging,3.6.1.Final,3.3.2.Final,1,version_managed
org.jboss.logging:jboss-logging,3.6.1.Final,3.3.1.Final,1,omitted_conflict
org.jboss.logging:jboss-logging,3.6.1.Final,3.2.1.Final,1,omitted_conflict
org.jboss.logging:jboss-logging,3.5.3.Final,3.5.0.Final,1,version_managed
org.springframework:spring-core,5.3.39,4.3.25.RELEASE,1,omitted_conflict
org.jboss.logging:jboss-logging,3.5.0.Final,3.4.3.Final,1,version_managed
org.springframework:spring-core,5.3.39,5.0.13.RELEASE,1,omitted_conflict
org.jboss.logging:jboss-logging,3.5.0.Final,3.4.1.Final,1,version_managed
org.jboss.logging:jboss-logging,3.5.0.Final,3.3.1.Final,1,omitted_conflict
org.jboss.logging:jboss-logging,3.5.0.Final,3.2.1.Final,1,omitted_conflict
org.springframework:spring-core,5.3.39,5.1.19.RELEASE,1,omitted_conflict
org.springframework:spring-core,5.3.39,5.2.13.RELEASE,1,omitted_conflict
org.springframework:spring-core,5.3.39,5.2.14.RELEASE,1,omitted_conflict
org.jboss.logging:jboss-logging,3.4.3.Final,3.3.1.Final,1,omitted_conflict
org.jboss.logging:jboss-logging,3.4.1.Final,3.3.2.Final,1,version_managed
org.springframework:spring-beans,6.2.5,6.1.17,1,version_managed
org.springframework:spring-beans,6.1.15,5.3.22,1,omitted_conflict
org.springframework:spring-beans,6.1.13,6.1.14,1,omitted_conflict
org.springframework:spring-aop,5.1.13.RELEASE,5.1.18.RELEASE,1,omitted_conflict
org.junit.jupiter:junit-jupiter-params,5.11.4,5.10.2,1,version_managed
org.junit.jupiter:junit-jupiter-engine,5.11.4,5.9.2,1,version_managed
org.junit.jupiter:junit-jupiter-engine,5.11.4,5.7.1,1,version_managed
org.junit.jupiter:junit-jupiter-engine,5.11.4,5.12.2,1,version_managed
org.junit.jupiter:junit-jupiter-engine,5.11.4,5.12.0,1,version_managed
org.junit.jupiter:junit-jupiter-engine,5.11.4,5.11.0,1,version_managed
org.junit.jupiter:junit-jupiter-engine,5.11.4,5.10.2,1,version_managed
org.junit.jupiter:junit-jupiter-engine,5.10.3,5.9.2,1,omitted_conflict
org.junit.jupiter:junit-jupiter-api,5.12.2,5.8.2,1,version_managed
org.junit.jupiter:junit-jupiter-api,5.12.2,5.12.0,1,omitted_conflict
org.springframework:spring-aop,5.3.31,5.2.0.RELEASE,1,omitted_conflict
org.junit.jupiter:junit-jupiter,5.11.0,5.12.2,1,version_managed
org.junit.jupiter:junit-jupiter-api,5.12.2,5.11.2,1,version_managed
org.junit.jupiter:junit-jupiter-api,5.11.4,5.9.2,1,version_managed
org.springframework:spring-aop,5.3.39,5.3.31,1,version_managed
org.junit.jupiter:junit-jupiter-api,5.11.4,5.7.1,1,version_managed
org.junit.jupiter:junit-jupiter-api,5.11.4,5.12.2,1,version_managed
org.junit.jupiter:junit-jupiter-api,5.11.4,5.12.0,1,version_managed
org.junit.jupiter:junit-jupiter-api,5.11.4,5.10.2,1,version_managed
org.junit.jupiter:junit-jupiter-api,5.10.3,5.9.2,1,omitted_conflict
org.junit.jupiter:junit-jupiter-api,5.10.3,5.8.2,1,omitted_conflict
org.junit.jupiter:junit-jupiter-api,5.10.2,5.8.2,1,version_managed
org.junit.jupiter:junit-jupiter-params,5.11.4,5.11.0,1,version_managed
org.springframework.security:spring-security-crypto,6.4.5,6.4.1,1,version_managed
org.junit.jupiter:junit-jupiter-params,5.11.4,5.11.2,1,version_managed
org.junit.jupiter:junit-jupiter-params,5.11.4,5.12.0,1,version_managed
org.springframework.retry:spring-retry,2.0.11,2.0.10,1,version_managed
org.junit.platform:junit-platform-engine,1.7.1,1.11.4,1,version_managed
org.junit.platform:junit-platform-engine,1.12.2,1.7.2,1,version_managed
org.junit.platform:junit-platform-engine,1.12.2,1.12.0,1,omitted_conflict
org.junit.platform:junit-platform-engine,1.12.2,1.11.4,1,omitted_conflict
org.junit.platform:junit-platform-engine,1.11.4,1.8.2,1,version_managed
org.junit.platform:junit-platform-engine,1.11.4,1.10.2,1,omitted_conflict
org.junit.platform:junit-platform-engine,1.11.0,1.11.4,1,version_managed
org.junit.platform:junit-platform-engine,1.10.3,1.9.2,1,omitted_conflict
org.junit.platform:junit-platform-commons,1.9.2,1.11.4,1,version_managed
org.junit.platform:junit-platform-commons,1.7.1,1.11.4,1,version_managed
org.junit.platform:junit-platform-commons,1.12.2,1.11.4,1,omitted_conflict
org.junit.platform:junit-platform-commons,1.11.0,1.11.4,1,version_managed
org.junit.jupiter:junit-jupiter-params,5.12.2,5.9.3,1,version_managed
org.junit.jupiter:junit-jupiter-params,5.12.2,5.11.2,1,version_managed
org.junit.jupiter:junit-jupiter-params,5.11.4,5.9.2,1,version_managed
org.junit.jupiter:junit-jupiter-params,5.11.4,5.8.2,1,version_managed
org.springframework.security:spring-security-crypto,5.3.3.RELEASE,5.5.7,1,version_managed
org.springframework.security:spring-security-crypto,5.7.8,5.6.8,1,version_managed
org.junit.jupiter:junit-jupiter-params,5.11.4,5.7.1,1,version_managed
org.junit.jupiter:junit-jupiter-params,5.11.4,5.12.2,1,version_managed
org.junit.jupiter:junit-jupiter,5.11.4,5.8.2,1,version_managed
org.junit.jupiter:junit-jupiter,5.11.0,5.10.2,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-common,1.9.24,1.9.10,1,version_managed
org.springframework:spring-beans,5.3.31,5.2.0.RELEASE,1,omitted_conflict
org.jetbrains.kotlinx:kotlinx-coroutines-core,1.9.0,1.6.4,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-jdk8,2.1.21,1.9.10,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib-jdk8,2.1.21,1.8.21,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib-jdk8,2.1.20,1.8.21,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-jdk8,2.1.20,1.6.21,1,version_managed
org.springframework:spring-beans,5.1.13.RELEASE,5.1.18.RELEASE,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.9.25,1.8.0,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.9.25,1.6.10,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.9.25,1.6.0,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.9.24,1.8.21,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.8.21,1.6.10,1,version_managed
org.junit.jupiter:junit-jupiter,5.10.2,5.11.3,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.8.21,1.5.31,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.7.21,1.5.30,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.7.10,1.4.10,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.7.10,1.4.0,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.7.10,1.3.72,1,omitted_conflict
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.6.21,1.4.10,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.5.32,1.5.30,1,omitted_conflict
org.springframework:spring-beans,5.3.39,5.3.31,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-common,1.9.25,1.8.0,1,version_managed
org.jetbrains.kotlin:kotlin-stdlib-common,1.9.25,1.6.0,1,version_managed
org.jetbrains.kotlinx:kotlinx-coroutines-core-jvm,1.9.0,1.8.0,1,version_managed
org.jetbrains.kotlinx:kotlinx-coroutines-debug,1.9.0,1.8.0,1,version_managed
org.jetbrains.kotlinx:kotlinx-coroutines-jdk8,1.9.0,1.8.0,1,version_managed
org.jetbrains.kotlinx:kotlinx-coroutines-test-jvm,1.9.0,1.8.0,1,version_managed
org.springframework:spring-aop,6.1.15,5.3.22,1,omitted_conflict
org.jspecify:jspecify,0.3.0,1.0.0,1,omitted_conflict
org.json:json,20231013,20160212,1,omitted_conflict
org.json:json,20200518,20250107,1,omitted_conflict
org.json:json,20200518,20201115,1,omitted_conflict
org.jetlinks:jetlinks-core,1.2.4-SNAPSHOT,1.2.3,1,omitted_conflict
org.springframework:spring-aop,6.1.16,5.1.0.RELEASE,1,version_managed
org.jetbrains:annotations,26.0.2,26.0.1,1,omitted_conflict
org.jetbrains:annotations,26.0.2,22.0.0,1,omitted_conflict
org.jetbrains:annotations,26.0.2,17.0.0,1,version_managed
org.jetbrains:annotations,26.0.2,13.0,1,omitted_conflict
org.jetbrains:annotations,24.0.0,13.0,1,version_managed
org.jetbrains:annotations,23.0.0,17.0.0,1,omitted_conflict
org.springframework:spring-aop,6.1.8,6.1.7,1,version_managed
org.jetbrains:annotations,13.0,23.0.0,1,omitted_conflict
org.jetbrains:annotations,13.0,21.0.1,1,omitted_conflict
org.springframework:spring-aop,6.2.3,6.2.4,1,version_managed
org.springframework:spring-aspects,5.3.39,5.3.31,1,version_managed
org.jetbrains.kotlinx:kotlinx-serialization-core-jvm,1.4.0,1.0.1,1,omitted_conflict
org.springframework:spring-beans,4.3.20.RELEASE,2.0.8,1,omitted_conflict
org.jetbrains.kotlinx:kotlinx-serialization-core-jvm,1.4.0,1.0.0-RC,1,omitted_conflict
cglib:cglib-nodep,2.2,2.1_3,1,omitted_conflict
io.zipkin.brave:brave-context-slf4j,6.1.0,6.2.0,1,version_managed
jakarta.xml.bind:jakarta.xml.bind-api,4.0.2,3.0.0,1,version_managed
com.google.errorprone:error_prone_annotations,2.18.0,2.5.1,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.30.0,2.38.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.30.0,2.36.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.30.0,2.18.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.3.4,2.3.1,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.3.3,2.18.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.28.0,2.5.1,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.28.0,2.21.1,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.27.0,2.21.1,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.23.0,2.38.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.21.1,2.36.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.21.1,2.27.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.21.1,2.18.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.18.0,2.27.0,1,omitted_conflict
com.google.guava:guava,31.1-jre,27.0-jre,1,version_managed
com.google.errorprone:error_prone_annotations,2.18.0,2.16,1,version_managed
com.google.errorprone:error_prone_annotations,2.18.0,2.10.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.17.0,2.21.1,1,version_managed
com.google.errorprone:error_prone_annotations,2.13.1,2.36.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.13.1,2.32.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.13.1,2.11.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.11.0,2.27.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.11.0,2.14.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.10.0,2.18.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,1.0-HEAD-SNAPSHOT,2.7.1,1,omitted_conflict
com.google.errorprone:error_prone_annotations,1.0-HEAD-SNAPSHOT,2.36.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,1.0-HEAD-SNAPSHOT,2.24.1,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.31.0,2.36.0,1,version_managed
com.google.errorprone:error_prone_annotations,2.36.0,2.24.1,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.36.0,2.37.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.36.0,2.5.1,1,omitted_conflict
com.google.guava:guava,31.1-jre,22.0,1,omitted_conflict
com.google.guava:guava,31.1-jre,20.0,1,omitted_conflict
com.google.guava:guava,31.1-jre,18.0,1,omitted_conflict
com.google.guava:guava,31.0.1-jre,33.4.6-jre,1,omitted_conflict
com.google.guava:guava,31.0.1-jre,33.0.0-android,1,omitted_conflict
com.google.guava:guava,31.0.1-jre,32.1.3-jre,1,omitted_conflict
com.google.guava:guava,31.0.1-jre,32.1.1-jre,1,omitted_conflict
com.google.guava:guava,31.0.1-jre,31.1-jre,1,omitted_conflict
com.google.guava:guava,30.1.1-jre,28.1-android,1,omitted_conflict
com.google.guava:guava,30.1.1-jre,25.0-jre,1,omitted_conflict
com.google.guava:guava,30.1.1-android,29.0-android,1,omitted_conflict
com.google.guava:guava,30.1-jre,29.0-jre,1,omitted_conflict
com.google.guava:guava,30.1-jre,27.0.1-jre,1,omitted_conflict
com.google.guava:guava,30.1-jre,27.0.1-android,1,omitted_conflict
com.google.guava:guava,30.1-jre,25.1-android,1,version_managed
com.google.guava:guava,30.1-jre,19.0,1,omitted_conflict
com.google.guava:guava,30.1-jre,15.0,1,omitted_conflict
com.google.guava:guava,23.2-jre,19.0,1,version_managed
com.google.guava:guava,18.0,28.1-jre,1,version_managed
com.google.guava:guava,18.0,19.0,1,version_managed
com.google.errorprone:error_prone_annotations,2.38.0,2.36.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.38.0,2.23.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.37.0,2.21.1,1,version_managed
com.google.errorprone:error_prone_annotations,2.37.0,2.18.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,2.36.0,2.7.1,1,omitted_conflict
com.google.errorprone:error_prone_annotations,1.0-HEAD-SNAPSHOT,2.23.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,1.0-HEAD-SNAPSHOT,2.18.0,1,omitted_conflict
com.google.errorprone:error_prone_annotations,1.0-HEAD-SNAPSHOT,2.10.0,1,omitted_conflict
com.google.auto.value:auto-value-annotations,1.9,1.11.0,1,omitted_conflict
com.google.auto.value:auto-value-annotations,1.11.0,1.7.4,1,omitted_conflict
com.google.auto.value:auto-value,1.9,1.10,1,omitted_conflict
com.google.auto.service:auto-service-annotations,1.0.1,1.1.1,1,omitted_conflict
com.google.auth:google-auth-library-oauth2-http,1.7.0,1.33.1,1,omitted_conflict
com.google.auth:google-auth-library-oauth2-http,1.7.0,1.27.0,1,omitted_conflict
com.google.auth:google-auth-library-credentials,1.7.0,1.33.1,1,omitted_conflict
com.google.auth:google-auth-library-credentials,1.7.0,1.27.0,1,omitted_conflict
com.google.auth:google-auth-library-credentials,1.7.0,0.20.0,1,omitted_conflict
com.google.auth:google-auth-library-credentials,1.7.0,0.16.2,1,omitted_conflict
com.google.api:gax-httpjson,2.63.1,2.54.1,1,omitted_conflict
com.google.api:gax-grpc,2.18.1,2.63.1,1,omitted_conflict
com.google.api:gax-grpc,2.18.1,2.54.1,1,omitted_conflict
com.google.api:gax-grpc,2.18.1,1.47.1,1,omitted_conflict
com.google.api:gax,2.18.1,2.63.1,1,omitted_conflict
com.google.api:gax,2.18.1,2.54.1,1,omitted_conflict
com.google.api:api-common,2.2.0,2.46.1,1,omitted_conflict
com.google.api:api-common,2.2.0,2.37.1,1,omitted_conflict
com.google.api:api-common,2.2.0,1.8.1,1,omitted_conflict
com.google.api.grpc:proto-google-iam-v1,1.3.4,1.49.1,1,omitted_conflict
com.google.api.grpc:proto-google-iam-v1,1.3.4,1.40.1,1,omitted_conflict
com.google.api.grpc:proto-google-common-protos,2.8.3,2.7.4,1,omitted_conflict
com.google.api.grpc:proto-google-common-protos,2.8.3,2.54.1,1,omitted_conflict
com.google.api.grpc:proto-google-common-protos,2.8.3,2.45.1,1,omitted_conflict
com.google.api.grpc:proto-google-common-protos,2.8.3,1.16.0,1,omitted_conflict
com.google.api.grpc:proto-google-common-protos,2.11.0,1.17.0,1,version_managed
com.google.auto.value:auto-value-annotations,1.9,1.10.4,1,omitted_conflict
com.google.auto.value:auto-value-annotations,1.9,1.7.4,1,omitted_conflict
com.google.errorprone:error_prone_annotations,1.0-HEAD-SNAPSHOT,2.0.2,1,omitted_conflict
com.google.auto.value:auto-value-annotations,1.9,1.8.2,1,omitted_conflict
com.google.dagger:dagger,2.56.1,2.55,1,omitted_conflict
com.google.code.gson:gson,2.9.1,2.8.6,1,version_managed
com.google.code.gson:gson,2.9.1,2.11.0,1,version_managed
com.google.code.gson:gson,2.9.0,2.12.1,1,omitted_conflict
com.google.code.gson:gson,2.9.0,2.11.0,1,omitted_conflict
com.google.code.gson:gson,2.13.2-SNAPSHOT,2.8.7,1,omitted_conflict
com.google.code.gson:gson,2.13.1,2.8.9,1,version_managed
