Module,Has_Used_Breaking_Changes,Count
risesoft-y9__DataFlow-Engine_risenet-y9boot-support-risedata-security,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-support-y9kernel-security,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-webapp-risedata-executor,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-webapp-risedata-log,No,0
risesoft-y9__DataFlow-Engine_risenet-y9boot-webapp-risedata-manager,No,0
risesoft-y9__Network-Drive_risenet-y9boot-api-auth,No,0
risesoft-y9__Network-Drive_risenet-y9boot-server-storage,No,0
rstoyanchev__spring-websocket-portfolio_rstoyanchev__spring-websocket-portfolio,No,0
runelite__runelite_runelite-maven-plugin,No,0
samskivert__jmustache_samskivert__jmustache,No,0
saoshao__DetSql_saoshao__DetSql,No,0
schemacrawler__SchemaCrawler_schemacrawler-db2,No,0
schemacrawler__SchemaCrawler_schemacrawler-diagram,No,0
schemacrawler__SchemaCrawler_schemacrawler-examplecode,No,0
schemacrawler__SchemaCrawler_schemacrawler-hsqldb,No,0
schemacrawler__SchemaCrawler_schemacrawler-lint,No,0
schemacrawler__SchemaCrawler_schemacrawler-mysql,No,0
schemacrawler__SchemaCrawler_schemacrawler-offline,No,0
schemacrawler__SchemaCrawler_schemacrawler-operations,No,0
schemacrawler__SchemaCrawler_schemacrawler-oracle,No,0
schemacrawler__SchemaCrawler_schemacrawler-postgresql,No,0
schemacrawler__SchemaCrawler_schemacrawler-sqlite,No,0
schemacrawler__SchemaCrawler_schemacrawler-sqlserver,No,0
schemacrawler__SchemaCrawler_schemacrawler-testdb,No,0
schemacrawler__SchemaCrawler_schemacrawler-utility,No,0
shibing624__similarity_shibing624__similarity,No,0
shred__acme4j_acme4j-client,No,0
shred__acme4j_acme4j-example,No,0
shred__acme4j_acme4j-it,No,0
shred__acme4j_acme4j-smime,No,0
skjolber__3d-bin-container-packing_algorithm,No,0
skjolber__3d-bin-container-packing_api,No,0
skjolber__3d-bin-container-packing_core,No,0
skjolber__3d-bin-container-packing_extreme-points,No,0
skjolber__3d-bin-container-packing_jmh,No,0
skjolber__3d-bin-container-packing_packaging,No,0
skjolber__3d-bin-container-packing_test,No,0
sladkoff__minecraft-prometheus-exporter_sladkoff__minecraft-prometheus-exporter,No,0
smallrye__smallrye-mutiny_context-propagation,No,0
smallrye__smallrye-mutiny_math,No,0
smallrye__smallrye-mutiny_no-deps,No,0
smallrye__smallrye-mutiny_reactive-streams-operators,No,0
smallrye__smallrye-mutiny_reactive-streams-operators-jakarta,No,0
smallrye__smallrye-mutiny_reactor,No,0
smallrye__smallrye-mutiny_rxjava3,No,0
smallrye__smallrye-mutiny_test-utils,No,0
smallrye__smallrye-mutiny_workshop-examples,No,0
sofastack__sofa-jraft_bdb-log-storage-impl,No,0
sofastack__sofa-jraft_jraft-test,No,0
sofastack__sofa-jraft_rpc-grpc-impl,No,0
sohutv__mqcloud_mq-client-common-open,No,0
sohutv__mqcloud_mq-cloud-common,No,0
somta__Juggle_juggle-sdk-java,No,0
somta__Juggle_juggle-spring-boot-example,No,0
somta__Juggle_juggle-spring-boot-starter,No,0
SonarOpenCommunity__sonar-cxx_cxx-checks,No,0
SonarOpenCommunity__sonar-cxx_cxx-sensors,No,0
SonarOpenCommunity__sonar-cxx_cxx-squid-bridge,No,0
SonarOpenCommunity__sonar-cxx_cxx-sslr-toolkit,No,0
SonarOpenCommunity__sonar-cxx_sonar-cxx-plugin,No,0
SonarOpenCommunity__sonar-cxx_sslr-core,No,0
SonarOpenCommunity__sonar-cxx_sslr-testing-harness,No,0
SonarOpenCommunity__sonar-cxx_sslr-toolkit,No,0
SonarOpenCommunity__sonar-cxx_sslr-xpath,No,0
SonarSource__sonar-scanner-cli_SonarSource__sonar-scanner-cli,No,0
SonarSource__sonarlint-core_analysis-engine,No,0
SonarSource__sonarlint-core_classloader-leak-plugin,No,0
SonarSource__sonarlint-core_cli,No,0
SonarSource__sonarlint-core_commons,No,0
SonarSource__sonarlint-core_custom-sensor-plugin,No,0
SonarSource__sonarlint-core_global-extension-plugin,No,0
SonarSource__sonarlint-core_http,No,0
SonarSource__sonarlint-core_java-client-utils,No,0
SonarSource__sonarlint-core_java-custom-rules,No,0
SonarSource__sonarlint-core_maven-shade-ext-bnd-transformer,No,0
SonarSource__sonarlint-core_module_a1,No,0
SonarSource__sonarlint-core_module_a2,No,0
SonarSource__sonarlint-core_module_b1,No,0
SonarSource__sonarlint-core_module_b2,No,0
SonarSource__sonarlint-core_plugin-api,No,0
SonarSource__sonarlint-core_plugin-commons,No,0
SonarSource__sonarlint-core_rpc-impl,No,0
SonarSource__sonarlint-core_rpc-java-client,No,0
SonarSource__sonarlint-core_rule-extractor,No,0
SonarSource__sonarlint-core_sample-java,No,0
SonarSource__sonarlint-core_sample-java-custom,No,0
SonarSource__sonarlint-core_sample-java-hotspot,No,0
SonarSource__sonarlint-core_sample-java-taint,No,0
SonarSource__sonarlint-core_sample-language-mix,No,0
SonarSource__sonarlint-core_server-api,No,0
SonarSource__sonarlint-core_server-connection,No,0
SonarSource__sonarlint-core_telemetry,No,0
SonarSource__sonarlint-core_test-utils,No,0
SourceLabOrg__kafka-webview_dev-cluster,No,0
SourceLabOrg__kafka-webview_kafka-webview-plugin,No,0
SPARQL-Anything__sparql.anything_sparql-anything-archive,No,0
SPARQL-Anything__sparql.anything_sparql-anything-bibliography,No,0
SPARQL-Anything__sparql.anything_sparql-anything-binary,No,0
SPARQL-Anything__sparql.anything_sparql-anything-csv,No,0
SPARQL-Anything__sparql.anything_sparql-anything-docs,No,0
SPARQL-Anything__sparql.anything_sparql-anything-documentation-generator,No,0
SPARQL-Anything__sparql.anything_sparql-anything-fuseki,No,0
SPARQL-Anything__sparql.anything_sparql-anything-json,No,0
SPARQL-Anything__sparql.anything_sparql-anything-markdown,No,0
SPARQL-Anything__sparql.anything_sparql-anything-metadata,No,0
SPARQL-Anything__sparql.anything_sparql-anything-parser,No,0
SPARQL-Anything__sparql.anything_sparql-anything-rdf,No,0
SPARQL-Anything__sparql.anything_sparql-anything-slides,No,0
SPARQL-Anything__sparql.anything_sparql-anything-spreadsheet,No,0
SPARQL-Anything__sparql.anything_sparql-anything-testutils,No,0
SPARQL-Anything__sparql.anything_sparql-anything-text,No,0
SPARQL-Anything__sparql.anything_sparql-anything-xml,No,0
SPARQL-Anything__sparql.anything_sparql-anything-yaml,No,0
SpigotMC__BungeeCord_api,No,0
SpigotMC__BungeeCord_bootstrap,No,0
SpigotMC__BungeeCord_chat,No,0
SpigotMC__BungeeCord_cmd-alert,No,0
SpigotMC__BungeeCord_cmd-find,No,0
SpigotMC__BungeeCord_cmd-kick,No,0
SpigotMC__BungeeCord_cmd-list,No,0
SpigotMC__BungeeCord_cmd-send,No,0
SpigotMC__BungeeCord_cmd-server,No,0
SpigotMC__BungeeCord_config,No,0
SpigotMC__BungeeCord_dialog,No,0
SpigotMC__BungeeCord_event,No,0
SpigotMC__BungeeCord_log,No,0
SpigotMC__BungeeCord_native,No,0
SpigotMC__BungeeCord_nbt,No,0
SpigotMC__BungeeCord_protocol,No,0
SpigotMC__BungeeCord_proxy,No,0
SpigotMC__BungeeCord_query,No,0
SpigotMC__BungeeCord_reconnect-yaml,No,0
SpigotMC__BungeeCord_serializer,No,0
SpigotMC__BungeeCord_slf4j,No,0
spotbugs__sonar-findbugs_findbugs,No,0
spotbugs__sonar-findbugs_multi-module-app,No,0
spotbugs__sonar-findbugs_multi-module-core,No,0
spotbugs__sonar-findbugs_multi-module-fx,No,0
spotbugs__sonar-findbugs_multi-module-groovy,No,0
spotbugs__sonar-findbugs_multi-module-kotlin,No,0
spotbugs__sonar-findbugs_spotbugs__sonar-findbugs,No,0
spring-cloud-samples__brewery_brewing,No,0
spring-cloud-samples__brewery_common,No,0
spring-cloud-samples__brewery_config-server,No,0
spring-cloud-samples__brewery_eureka,No,0
spring-cloud-samples__brewery_gateway,No,0
spring-cloud-samples__brewery_ingredients,No,0
spring-cloud-samples__brewery_presenting,No,0
spring-cloud-samples__brewery_reporting,No,0
spring-cloud__spring-cloud-circuitbreaker_spring-cloud-circuitbreaker-resilience4j,No,0
spring-cloud__spring-cloud-circuitbreaker_spring-cloud-circuitbreaker-spring-retry,No,0
spring-cloud__spring-cloud-config_spring-cloud-config-client,No,0
spring-cloud__spring-cloud-config_spring-cloud-config-monitor,No,0
spring-cloud__spring-cloud-config_spring-cloud-config-sample,No,0
spring-cloud__spring-cloud-consul_spring-cloud-consul-binder,No,0
spring-cloud__spring-cloud-consul_spring-cloud-consul-bootstrap-tests,No,0
spring-cloud__spring-cloud-consul_spring-cloud-consul-config,No,0
spring-cloud__spring-cloud-consul_spring-cloud-consul-configdata-retry-tests,No,0
spring-cloud__spring-cloud-consul_spring-cloud-consul-configdata-tests,No,0
spring-cloud__spring-cloud-consul_spring-cloud-consul-core,No,0
spring-cloud__spring-cloud-consul_spring-cloud-consul-discovery,No,0
spring-cloud__spring-cloud-vault_spring-cloud-vault-config,No,0
spring-cloud__spring-cloud-vault_spring-cloud-vault-config-aws,No,0
spring-cloud__spring-cloud-vault_spring-cloud-vault-config-consul,No,0
spring-cloud__spring-cloud-vault_spring-cloud-vault-config-databases,No,0
spring-cloud__spring-cloud-vault_spring-cloud-vault-config-rabbitmq,No,0
spring-cloud__spring-cloud-zookeeper_spring-cloud-zookeeper-config,No,0
spring-cloud__spring-cloud-zookeeper_spring-cloud-zookeeper-core,No,0
spring-cloud__spring-cloud-zookeeper_spring-cloud-zookeeper-discovery,No,0
spring-cloud__spring-cloud-zookeeper_spring-cloud-zookeeper-sample,No,0
spring-io__initializr_initializr-actuator,No,0
spring-io__initializr_initializr-docs,No,0
spring-io__initializr_initializr-generator-spring,No,0
spring-io__initializr_initializr-generator-test,No,0
spring-io__initializr_initializr-metadata,No,0
spring-io__initializr_initializr-service-sample,No,0
spring-io__initializr_initializr-version-resolver,No,0
spring-io__initializr_initializr-web,No,0
spring-io__start.spring.io_start-site,No,0
spring-io__start.spring.io_test-support,No,0
spring-projects__spring-ai-examples_brave,No,0
spring-projects__spring-ai-examples_brave-chatbot,No,0
spring-projects__spring-ai-examples_brave-docker-agents-gateway,No,0
spring-projects__spring-ai-examples_brave-starter,No,0
spring-projects__spring-ai-examples_chain-workflow,No,0
spring-projects__spring-ai-examples_chatbot,No,0
spring-projects__spring-ai-examples_client,No,0
spring-projects__spring-ai-examples_evaluator-optimizer,No,0
spring-projects__spring-ai-examples_filesystem,No,0
spring-projects__spring-ai-examples_helloworld,No,0
spring-projects__spring-ai-examples_mcp-annotations-server,No,0
spring-projects__spring-ai-examples_mcp-sampling-client,No,0
spring-projects__spring-ai-examples_mcp-weather-webmvc-server,No,0
spring-projects__spring-ai-examples_openai-streaming-response,No,0
spring-projects__spring-ai-examples_orchestrator-workers,No,0
spring-projects__spring-ai-examples_parallelization-workflow,No,0
spring-projects__spring-ai-examples_prompt-engineering-patterns,No,0
spring-projects__spring-ai-examples_reflection,No,0
spring-projects__spring-ai-examples_routing-workflow,No,0
spring-projects__spring-ai-examples_server,No,0
spring-projects__spring-ai-examples_simple,No,0
spring-projects__spring-ai-examples_spring-ai-java-function-callback,No,0
spring-projects__spring-ai-examples_starter-default-client,No,0
spring-projects__spring-ai-examples_starter-stdio-server,No,0
spring-projects__spring-ai-examples_starter-webflux-client,No,0
spring-projects__spring-ai-examples_starter-webflux-server,No,0
spring-projects__spring-ai-examples_starter-webmvc-oauth2-server,No,0
spring-projects__spring-ai-examples_starter-webmvc-server,No,0
spring-projects__spring-batch_spring-batch-integration,No,0
spring-projects__spring-batch_spring-batch-samples,No,0
spring-projects__spring-batch_spring-batch-test,No,0
spring-projects__spring-data-jpa_spring-data-envers,No,0
spring-projects__spring-data-rest_spring-data-rest-core,No,0
spring-projects__spring-data-rest_spring-data-rest-hal-explorer,No,0
spring-projects__spring-data-rest_spring-data-rest-tests-jpa,No,0
spring-projects__spring-data-rest_spring-data-rest-tests-mongodb,No,0
spring-projects__spring-data-rest_spring-data-rest-tests-security,No,0
spring-projects__spring-data-rest_spring-data-rest-tests-shop,No,0
spring-projects__spring-grpc_grpc-client,No,0
spring-projects__spring-grpc_grpc-oauth2,No,0
spring-projects__spring-grpc_grpc-reactive,No,0
spring-projects__spring-grpc_grpc-secure,No,0
spring-projects__spring-grpc_grpc-server,No,0
spring-projects__spring-grpc_grpc-server-netty-shaded,No,0
spring-projects__spring-grpc_grpc-tomcat,No,0
spring-projects__spring-grpc_grpc-tomcat-secure,No,0
spring-projects__spring-grpc_grpc-webflux,No,0
spring-projects__spring-grpc_grpc-webflux-secure,No,0
spring-projects__spring-grpc_spring-grpc-docs,No,0
spring-projects__spring-grpc_spring-grpc-spring-boot-autoconfigure,No,0
spring-projects__spring-grpc_spring-grpc-test,No,0
spring-projects__spring-modulith_spring-modulith-actuator,No,0
spring-projects__spring-modulith_spring-modulith-api,No,0
spring-projects__spring-modulith_spring-modulith-apt,No,0
spring-projects__spring-modulith_spring-modulith-core,No,0
spring-projects__spring-modulith_spring-modulith-docs,No,0
spring-projects__spring-modulith_spring-modulith-events-amqp,No,0
spring-projects__spring-modulith_spring-modulith-events-api,No,0
spring-projects__spring-modulith_spring-modulith-events-core,No,0
spring-projects__spring-modulith_spring-modulith-events-jackson,No,0
spring-projects__spring-modulith_spring-modulith-events-jdbc,No,0
spring-projects__spring-modulith_spring-modulith-events-jms,No,0
spring-projects__spring-modulith_spring-modulith-events-jpa,No,0
spring-projects__spring-modulith_spring-modulith-events-kafka,No,0
spring-projects__spring-modulith_spring-modulith-events-messaging,No,0
spring-projects__spring-modulith_spring-modulith-events-mongodb,No,0
spring-projects__spring-modulith_spring-modulith-events-neo4j,No,0
spring-projects__spring-modulith_spring-modulith-example-epr-jdbc,No,0
spring-projects__spring-modulith_spring-modulith-example-epr-mongodb,No,0
spring-projects__spring-modulith_spring-modulith-example-epr-neo4j,No,0
spring-projects__spring-modulith_spring-modulith-example-full,No,0
spring-projects__spring-modulith_spring-modulith-example-kafka,No,0
spring-projects__spring-modulith_spring-modulith-integration-test,No,0
springdoc__springdoc-openapi_springdoc-openapi-starter-webflux-api,No,0
springdoc__springdoc-openapi_springdoc-openapi-starter-webflux-ui,No,0
springdoc__springdoc-openapi_springdoc-openapi-starter-webmvc-api,No,0
springdoc__springdoc-openapi_springdoc-openapi-starter-webmvc-ui,No,0
stick-i__scblogs_blog-client,No,0
stick-i__scblogs_blog-content-server,No,0
stick-i__scblogs_blog-sdk,No,0
stick-i__scblogs_comment-client,No,0
stick-i__scblogs_comment-sdk,No,0
stick-i__scblogs_common-amqp,No,0
stick-i__scblogs_common-core,No,0
stick-i__scblogs_common-redis,No,0
stick-i__scblogs_common-regex,No,0
stick-i__scblogs_common-web,No,0
stick-i__scblogs_gateway-service,No,0
stick-i__scblogs_resource-client,No,0
stick-i__scblogs_resource-sdk,No,0
stick-i__scblogs_resource-server,No,0
stick-i__scblogs_user-client,No,0
stick-i__spel-validator_spel-validator-constrain,No,0
stick-i__spel-validator_spel-validator-core,No,0
stick-i__spel-validator_spel-validator-jakarta,No,0
stick-i__spel-validator_spel-validator-javax,No,0
stick-i__spel-validator_spel-validator-test,No,0
subchen__jetbrick-template-2x_jetbrick-template,No,0
subchen__jetbrick-template-2x_jetbrick-template-jetbrickmvc,No,0
subchen__jetbrick-template-2x_jetbrick-template-jfinal,No,0
subchen__jetbrick-template-2x_jetbrick-template-jfinal3,No,0
subchen__jetbrick-template-2x_jetbrick-template-jodd,No,0
subchen__jetbrick-template-2x_jetbrick-template-nutz,No,0
subchen__jetbrick-template-2x_jetbrick-template-shiro,No,0
subchen__jetbrick-template-2x_jetbrick-template-springmvc,No,0
subchen__jetbrick-template-2x_jetbrick-template-struts,No,0
sventorben__keycloak-home-idp-discovery_sventorben__keycloak-home-idp-discovery,No,0
sventorben__keycloak-restrict-client-auth_sventorben__keycloak-restrict-client-auth,No,0
swagger-api__swagger-core_swagger-annotations,No,0
swagger-api__swagger-core_swagger-core,No,0
swagger-api__swagger-core_swagger-integration,No,0
swagger-api__swagger-core_swagger-jaxrs2,No,0
swagger-api__swagger-core_swagger-jaxrs2-servlet-initializer,No,0
swagger-api__swagger-core_swagger-jaxrs2-servlet-initializer-v2,No,0
swagger-api__swagger-core_swagger-maven-plugin,No,0
swagger-api__swagger-core_swagger-maven-plugin-jakarta,No,0
swagger-api__swagger-core_swagger-models,No,0
swagger-api__swagger-parser_swagger-parser,No,0
swagger-api__swagger-parser_swagger-parser-cli,No,0
swagger-api__swagger-parser_swagger-parser-core,No,0
swagger-api__swagger-parser_swagger-parser-safe-url-resolver,No,0
swagger-api__swagger-parser_swagger-parser-v2-converter,No,0
swagger-api__swagger-petstore_swagger-api__swagger-petstore,No,0
tabby-sec__tabby_tabby-sec__tabby,No,0
talsma-ict__umldoclet_issue-13,No,0
talsma-ict__umldoclet_talsma-ict__umldoclet,No,0
tapdata__tapdata_api,No,0
tapdata__tapdata_code-gen,No,0
tapdata__tapdata_custom-sql-filter-module,No,0
tapdata__tapdata_deduction-module,No,0
tapdata__tapdata_iengine-oss,No,0
tapdata__tapdata_mcp-tap-server,No,0
tapdata__tapdata_milestone-module,No,0
tapdata__tapdata_proxy-client-module,No,0
tapdata__tapdata_skip-error-event-module,No,0
tapdata__tapdata_tapdata-test,No,0
tapdata__tapdata_task-resource-supervisor-module,No,0
tapdata__tapdata_test-run-module,No,0
tapdata__tapdata_tm-oss,No,0
tapdata__tapdata_tm-sdk,No,0
tapdata__tapdata_validator,No,0
tcurdt__jdeb_extension,No,0
tcurdt__jdeb_maven,No,0
tcurdt__jdeb_no-datasets,No,0
tcurdt__jdeb_project-build-outputTimestamp,No,0
tcurdt__jdeb_property-expansion,No,0
tcurdt__jdeb_tcurdt__jdeb,No,0
TDuckCloud__tduck-platform_tduck-form,No,0
TDuckCloud__tduck-platform_tduck-webhook,No,0
TDuckCloud__tduck-platform_tduck-wx-mp,No,0
terrier-org__terrier-core_batch-retrieval,No,0
terrier-org__terrier-core_concurrent,No,0
terrier-org__terrier-core_docvectors,No,0
terrier-org__terrier-core_index-api,No,0
terrier-org__terrier-core_learning,No,0
terrier-org__terrier-core_realtime,No,0
terrier-org__terrier-core_rest-client,No,0
terrier-org__terrier-core_rest-server,No,0
terrier-org__terrier-core_retrieval-api,No,0
terrier-org__terrier-core_tests,No,0
TheKingOfDuck__SinkFinder_TheKingOfDuck__SinkFinder,No,0
TimefoldAI__timefold-quickstarts_bed-allocation,No,0
TimefoldAI__timefold-quickstarts_conference-scheduling,No,0
TimefoldAI__timefold-quickstarts_employee-scheduling,No,0
TimefoldAI__timefold-quickstarts_facility-location,No,0
TimefoldAI__timefold-quickstarts_flight-crew-scheduling,No,0
TimefoldAI__timefold-quickstarts_food-packaging,No,0
TimefoldAI__timefold-quickstarts_hello-world,No,0
TimefoldAI__timefold-quickstarts_maintenance-scheduling,No,0
TimefoldAI__timefold-quickstarts_meeting-scheduling,No,0
TimefoldAI__timefold-quickstarts_order-picking,No,0
TimefoldAI__timefold-quickstarts_project-job-scheduling,No,0
TimefoldAI__timefold-quickstarts_school-timetabling,No,0
TimefoldAI__timefold-quickstarts_sports-league-scheduling,No,0
TimefoldAI__timefold-quickstarts_spring-boot-integration,No,0
TimefoldAI__timefold-quickstarts_task-assigning,No,0
TimefoldAI__timefold-quickstarts_tournament-scheduling,No,0
TimefoldAI__timefold-quickstarts_vehicle-routing,No,0
togglz__togglz_amazon-s3,No,0
togglz__togglz_appengine,No,0
togglz__togglz_autoconfigure,No,0
togglz__togglz_benchmarks,No,0
togglz__togglz_cdi,No,0
togglz__togglz_cloud-spanner,No,0
togglz__togglz_core,No,0
togglz__togglz_dynamodb,No,0
togglz__togglz_hazelcast,No,0
togglz__togglz_junit,No,0
togglz__togglz_mongodb,No,0
togglz__togglz_redis,No,0
togglz__togglz_servlet,No,0
togglz__togglz_shiro,No,0
togglz__togglz_slack,No,0
togglz__togglz_spock,No,0
togglz__togglz_spring-boot-hello-world,No,0
togglz__togglz_spring-boot-hello-world-feature-enum,No,0
togglz__togglz_spring-boot-no-feature-provider-or-feature-enums,No,0
togglz__togglz_spring-boot-security,No,0
togglz__togglz_spring-boot-thymeleaf,No,0
togglz__togglz_spring-boot-war,No,0
togglz__togglz_spring-core,No,0
togglz__togglz_spring-security,No,0
togglz__togglz_spring-web,No,0
togglz__togglz_test-harness,No,0
togglz__togglz_testing,No,0
tordanik__OSM2World_desktop,No,0
tordanik__OSM2World_opengl,No,0
tulskiy__jkeymaster_dbus,No,0
turkraft__springfilter_core,No,0
turkraft__springfilter_jpa-example,No,0
turkraft__springfilter_jpa-language,No,0
turkraft__springfilter_mongo,No,0
turkraft__springfilter_mongo-example,No,0
turkraft__springfilter_mongo-language,No,0
tywo45__t-io_client,No,0
tywo45__t-io_common,No,0
tywo45__t-io_core,No,0
tywo45__t-io_flash-policy-server,No,0
tywo45__t-io_server,No,0
ulisesbocchio__jasypt-spring-boot_jasypt-maven-plugin,No,0
ulisesbocchio__jasypt-spring-boot_jasypt-spring-boot,No,0
ulisesbocchio__jasypt-spring-boot_jasypt-spring-boot-starter,No,0
undertow-io__undertow_benchmarks,No,0
undertow-io__undertow_examples,No,0
undertow-io__undertow_parser-generator,No,0
undertow-io__undertow_websockets-jsr,No,0
vassalengine__vassal_vassal-deprecation,No,0
vaycore__OneScan_burp-extender-api,No,0
veraPDF__veraPDF-library_xmp-core-coverage,No,0
vert-x3__vertx-web_vertx-web-api-service,No,0
vert-x3__vertx-web_vertx-web-client,No,0
vert-x3__vertx-web_vertx-web-common,No,0
vert-x3__vertx-web_vertx-web-graphql,No,0
vert-x3__vertx-web_vertx-web-openapi-router,No,0
vert-x3__vertx-web_vertx-web-proxy,No,0
vert-x3__vertx-web_vertx-web-sstore-caffeine,No,0
vert-x3__vertx-web_vertx-web-sstore-cookie,No,0
vert-x3__vertx-web_vertx-web-sstore-redis,No,0
vert-x3__vertx-web_vertx-web-templ-freemarker,No,0
vert-x3__vertx-web_vertx-web-templ-handlebars,No,0
vert-x3__vertx-web_vertx-web-templ-httl,No,0
vert-x3__vertx-web_vertx-web-templ-jte,No,0
vert-x3__vertx-web_vertx-web-templ-mvel,No,0
vert-x3__vertx-web_vertx-web-templ-pebble,No,0
vert-x3__vertx-web_vertx-web-templ-pug,No,0
vert-x3__vertx-web_vertx-web-templ-rocker,No,0
vert-x3__vertx-web_vertx-web-templ-rythm,No,0
vert-x3__vertx-web_vertx-web-templ-thymeleaf,No,0
vert-x3__vertx-web_vertx-web-validation,No,0
victools__jsonschema-generator_jsonschema-generator,No,0
victools__jsonschema-generator_jsonschema-maven-plugin,No,0
victools__jsonschema-generator_jsonschema-module-jakarta-validation,No,0
victools__jsonschema-generator_jsonschema-module-javax-validation,No,0
victools__jsonschema-generator_jsonschema-module-swagger-1.5,No,0
vulnersCom__burp-vulners-scanner_vulnersCom__burp-vulners-scanner,No,0
wayn111__waynboot-mall_waynboot-admin-api,No,0
wayn111__waynboot-mall_waynboot-data-elastic,No,0
wayn111__waynboot-mall_waynboot-data-redis,No,0
wayn111__waynboot-mall_waynboot-job-xxl-job,No,0
wayn111__waynboot-mall_waynboot-message-consumer,No,0
wayn111__waynboot-mall_waynboot-message-core,No,0
wayn111__waynboot-mall_waynboot-mobile-api,No,0
wayn111__waynboot-mall_waynboot-monitor,No,0
wayn111__waynboot-mall_waynboot-util,No,0
weibocom__motan_codec-extension,No,0
weibocom__motan_motan-benchmark-api,No,0
weibocom__motan_motan-benchmark-client,No,0
weibocom__motan_motan-benchmark-server,No,0
weibocom__motan_motan-demo-api,No,0
weibocom__motan_motan-demo-client,No,0
weibocom__motan_motan-demo-server,No,0
weibocom__motan_motan-manager,No,0
weibocom__motan_motan-protocol-yar,No,0
weibocom__motan_motan-registry-consul,No,0
weibocom__motan_motan-registry-weibomesh,No,0
weibocom__motan_motan-registry-zookeeper,No,0
weibocom__motan_motan-springsupport,No,0
weibocom__motan_motan-transport-netty,No,0
weibocom__motan_motan-transport-netty4,No,0
weibocom__motan_serialization-extension,No,0
weld__core_base,No,0
weld__core_common,No,0
weld__core_core,No,0
weld__core_ejb,No,0
weld__core_groovy-numberguess,No,0
weld__core_jsf,No,0
weld__core_jta,No,0
weld__core_numberguess,No,0
weld__core_porting-package,No,0
weld__core_tests,No,0
weld__core_tests-arquillian,No,0
weld__core_tests-common,No,0
weld__core_web,No,0
weld__core_weld-lite-extension-translator,No,0
wgzhao__dbeaver-agent_wgzhao__dbeaver-agent,No,0
Widdit__now-playing-service_Widdit__now-playing-service,No,0
wildfirechat__im-server_sdk,No,0
wimdeblauwe__error-handling-spring-boot-starter,No,0
wimdeblauwe__htmx-spring-boot_htmx-spring-boot,No,0
wimdeblauwe__htmx-spring-boot_htmx-spring-boot-thymeleaf,No,0
winder__Universal-G-Code-Sender_GcodeTools,No,0
winder__Universal-G-Code-Sender_ProbeModule,No,0
winder__Universal-G-Code-Sender_ugs-classic,No,0
winder__Universal-G-Code-Sender_ugs-cli,No,0
winder__Universal-G-Code-Sender_ugs-fx,No,0
winder__Universal-G-Code-Sender_ugs-platform-gcode-editor,No,0
winder__Universal-G-Code-Sender_ugs-platform-plugin-console,No,0
winder__Universal-G-Code-Sender_ugs-platform-plugin-dro,No,0
winder__Universal-G-Code-Sender_ugs-platform-plugin-filebrowser,No,0
winder__Universal-G-Code-Sender_ugs-platform-plugin-jog,No,0
winder__Universal-G-Code-Sender_ugs-platform-plugin-joystick,No,0
winder__Universal-G-Code-Sender_ugs-platform-plugin-setup-wizard,No,0
winder__Universal-G-Code-Sender_ugs-platform-plugin-toolbox,No,0
winder__Universal-G-Code-Sender_ugs-platform-plugin-workflow,No,0
winder__Universal-G-Code-Sender_ugs-platform-surfacescanner,No,0
winder__Universal-G-Code-Sender_ugs-platform-ugscore,No,0
winder__Universal-G-Code-Sender_ugs-platform-ugslib,No,0
winder__Universal-G-Code-Sender_ugs-platform-visualizer,No,0
winder__Universal-G-Code-Sender_ugs-platform-welcome-page,No,0
wvengen__proguard-maven-plugin_simple,No,0
xdevplatform__twitter-api-java-sdk_examples,No,0
xiaonuobase__Snowy_snowy-plugin-biz,No,0
xiaonuobase__Snowy_snowy-plugin-biz-api,No,0
xiaonuobase__Snowy_snowy-plugin-client,No,0
xiaonuobase__Snowy_snowy-plugin-client-api,No,0
xiaonuobase__Snowy_snowy-plugin-dev-api,No,0
xiaonuobase__Snowy_snowy-plugin-gen,No,0
xiaonuobase__Snowy_snowy-plugin-gen-api,No,0
xiaonuobase__Snowy_snowy-plugin-mobile,No,0
xiaonuobase__Snowy_snowy-plugin-mobile-api,No,0
xiaonuobase__Snowy_snowy-plugin-sys-api,No,0
xiaonuobase__Snowy_snowy-web-app,No,0
xmlunit__xmlunit_xmlunit-assertj,No,0
xmlunit__xmlunit_xmlunit-assertj3,No,0
xmlunit__xmlunit_xmlunit-core,No,0
xmlunit__xmlunit_xmlunit-jakarta-jaxb-impl,No,0
xmlunit__xmlunit_xmlunit-legacy,No,0
xmlunit__xmlunit_xmlunit-matchers,No,0
xmlunit__xmlunit_xmlunit-placeholders,No,0
xuhuisheng__sonar-l10n-zh_xuhuisheng__sonar-l10n-zh,No,0
yamcs__yamcs_cascading,No,0
yamcs__yamcs_ccsds-frames,No,0
yamcs__yamcs_packet-viewer,No,0
yamcs__yamcs_simulator,No,0
yamcs__yamcs_snippets,No,0
yamcs__yamcs_tests,No,0
yamcs__yamcs_yamcs-api,No,0
yamcs__yamcs_yamcs-tse,No,0
yamcs__yamcs_yamcs-web,No,0
yangzongzhuan__RuoYi-Cloud_ruoyi-api-system,No,0
