Project,Total_Breaking_Changes,Used_Breaking_Changes,Binary_Compatibility_Rate,Source_Compatibility_Rate,Transitive_Changes,Usage_Rate
ontop__ontop_owlapi,1178,0,0.08234295415959253,0.0,640,0.0
ontop__ontop_plugin,876,23,0.2762557077625571,0.0,614,2.6255707762557075
ontop__ontop_r2rml,5,0,0.2,0.0,0,0.0
ontop__ontop_rdf4j,1048,0,0.07251908396946564,0.0,345,0.0
ontop__ontop_semantic-index,543,0,0.06813996316758748,0.0,279,0.0
ontop__ontop_sql,10,0,0.2,0.0,5,0.0
opengoofy__crane4j_crane4j-annotation,81,0,0.037037037037037035,0.0,81,0.0
opengoofy__crane4j_crane4j-extension-datasource,81,0,0.037037037037037035,0.0,81,0.0
opengoofy__crane4j_crane4j-extension-jackson,532,2,0.22932330827067668,0.0,178,0.37593984962406013
opengoofy__crane4j_crane4j-extension-mybatis-plus,349,2,0.17191977077363896,0.0,318,0.5730659025787965
opengoofy__crane4j_crane4j-extension-redis,84,0,0.03571428571428571,0.0,81,0.0
opengoofy__crane4j_crane4j-extension-spring,81,0,0.037037037037037035,0.0,81,0.0
opengoofy__crane4j_crane4j-mybatis-plus-extension-example,1755,1,0.06381766381766382,0.0,1699,0.056980056980056974
opengoofy__crane4j_crane4j-spring-boot-starter,1574,0,0.10991105463786531,0.0,1152,0.0
opengoofy__crane4j_crane4j-spring-boot-starter-example,735,0,0.3401360544217687,0.0,181,0.0
openzipkin__zipkin_activemq,376,0,0.007978723404255319,0.0,45,0.0
openzipkin__zipkin_cassandra,31,0,0.0,0.0,28,0.0
openzipkin__zipkin_core,33,0,0.0,0.0,30,0.0
openzipkin__zipkin_elasticsearch,30,0,0.2,0.0,27,0.0
openzipkin__zipkin_kafka,116,0,0.0,0.0,52,0.0
openzipkin__zipkin_mysql-v1,215,4,0.6093023255813953,0.0,15,1.8604651162790697
openzipkin__zipkin_pulsar,18,0,0.0,0.0,15,0.0
openzipkin__zipkin_rabbitmq,150,0,0.06,0.0,147,0.0
openzipkin__zipkin_scribe,42,0,0.2857142857142857,0.0,39,0.0
openzipkin__zipkin_zipkin,18,0,0.0,0.0,15,0.0
openzipkin__zipkin_zipkin-junit5,18,0,0.0,0.0,15,0.0
openzipkin__zipkin_zipkin-server,8131,0,0.0049194441028163815,0.0,8128,0.0
openzipkin__zipkin_zipkin-tests,15,0,0.0,0.0,15,0.0
operator-framework__java-operator-sdk_caffeine-bounded-cache-support,53,0,0.03773584905660377,0.0,53,0.0
operator-framework__java-operator-sdk_micrometer-support,53,0,0.03773584905660377,0.0,53,0.0
operator-framework__java-operator-sdk_operator-framework,451,0,0.037694013303769404,0.0,438,0.0
operator-framework__java-operator-sdk_tomcat-operator,53,0,0.03773584905660377,0.0,53,0.0
orientechnologies__orientdb_agent,13,0,0.0,0.0,13,0.0
orientechnologies__orientdb_nashorn,25,0,0.04,0.0,0,0.0
orientechnologies__orientdb_server,303,0,0.039603960396039604,0.0,272,0.0
orphan-oss__ognl_benchmarks,98,0,0.0,0.0,37,0.0
oshi__oshi_oshi-core-java11,3,0,1.0,0.0,0,0.0
oshi__oshi_oshi-demo,98,0,0.0,0.0,37,0.0
p2-inc__keycloak-events_p2-inc__keycloak-events,273,5,0.5384615384615384,0.0,123,1.8315018315018317
pagehelper__Mybatis-PageHelper_pagehelper__Mybatis-PageHelper,354,2,0.11581920903954802,0.0,11,0.5649717514124294
pagehelper__pagehelper-spring-boot_pagehelper-spring-boot-autoconfigure,444,0,0.14189189189189189,0.0,223,0.0
paulcwarren__spring-content_spring-content-autoconfigure,63,0,0.15873015873015872,0.0,16,0.0
paulcwarren__spring-content_spring-content-azure-storage,410,0,0.36341463414634145,0.0,203,0.0
paulcwarren__spring-content_spring-content-commons,122,0,1.0,0.0,0,0.0
paulcwarren__spring-content_spring-content-elasticsearch,10,0,0.1,0.0,10,0.0
paulcwarren__spring-content_spring-content-encryption,152,0,0.03289473684210526,0.0,150,0.0
paulcwarren__spring-content_spring-content-fs,171,0,0.7192982456140351,0.0,9,0.0
paulcwarren__spring-content_spring-content-gcs,246,0,0.6869918699186992,0.0,115,0.0
paulcwarren__spring-content_spring-content-jpa,40,0,0.025,0.0,0,0.0
paulcwarren__spring-content_spring-content-mongo,14,0,0.6428571428571429,0.0,7,0.0
paulcwarren__spring-content_spring-content-renditions,3,0,0.0,0.0,3,0.0
paulcwarren__spring-content_spring-content-rest,781,2,0.4622279129321383,0.0,501,0.2560819462227913
paulcwarren__spring-content_spring-content-s3,305,0,0.4360655737704918,0.0,142,0.0
paulcwarren__spring-content_spring-versions-jpa,122,6,1.0,0.0,0,4.918032786885246
pazone__ashot_pazone__ashot,154,0,0.0,0.0,116,0.0
pengpan__91160-cli_pengpan__91160-cli,274,1,0.06934306569343066,0.0,181,0.36496350364963503
perplexhub__rsql-jpa-specification_rsql-common,286,0,0.07692307692307693,0.0,286,0.0
perplexhub__rsql-jpa-specification_rsql-jpa,238,0,0.07983193277310924,0.0,238,0.0
perplexhub__rsql-jpa-specification_rsql-jpa-spring-boot-starter,238,0,0.07983193277310924,0.0,238,0.0
perplexhub__rsql-jpa-specification_rsql-querydsl,238,0,0.07983193277310924,0.0,238,0.0
perplexhub__rsql-jpa-specification_rsql-querydsl-spring-boot-starter,238,0,0.07983193277310924,0.0,238,0.0
petterobam__html2file_petterobam__html2file,259,7,0.14671814671814673,0.0,117,2.7027027027027026
pig-mesh__excel-spring-boot-starter_pig-mesh__excel-spring-boot-starter,75,0,0.30666666666666664,0.0,55,0.0
pig-mesh__oss-spring-boot-starter_pig-mesh__oss-spring-boot-starter,244,0,0.3360655737704918,0.0,133,0.0
pig-mesh__pig_pig-auth,50,0,0.06,0.0,50,0.0
pig-mesh__pig_pig-boot,311,0,0.06109324758842444,0.0,310,0.0
pig-mesh__pig_pig-codegen,115,0,0.043478260869565216,0.0,114,0.0
pig-mesh__pig_pig-common-core,49,0,0.061224489795918366,0.0,46,0.0
pig-mesh__pig_pig-common-datasource,48,0,0.0625,0.0,46,0.0
pig-mesh__pig_pig-common-excel,46,0,0.043478260869565216,0.0,46,0.0
pig-mesh__pig_pig-common-feign,46,0,0.043478260869565216,0.0,46,0.0
pig-mesh__pig_pig-common-log,48,0,0.041666666666666664,0.0,48,0.0
pig-mesh__pig_pig-common-mybatis,132,0,0.09090909090909091,0.0,129,0.0
pig-mesh__pig_pig-common-oss,362,0,0.287292817679558,0.0,214,0.0
pig-mesh__pig_pig-common-seata,46,0,0.043478260869565216,0.0,46,0.0
pig-mesh__pig_pig-common-security,76,0,0.02631578947368421,0.0,76,0.0
pig-mesh__pig_pig-common-swagger,271,0,0.2066420664206642,0.0,270,0.0
pig-mesh__pig_pig-common-websocket,47,0,0.0425531914893617,0.0,47,0.0
pig-mesh__pig_pig-common-xss,180,2,0.03333333333333333,0.0,83,1.1111111111111112
pig-mesh__pig_pig-gateway,227,0,0.05286343612334802,0.0,227,0.0
pig-mesh__pig_pig-monitor,190,0,0.04736842105263158,0.0,190,0.0
pig-mesh__pig_pig-quartz,113,0,0.04424778761061947,0.0,113,0.0
pig-mesh__pig_pig-register,46,0,0.043478260869565216,0.0,46,0.0
pig-mesh__pig_pig-upms-api,46,0,0.043478260869565216,0.0,46,0.0
pig-mesh__pig_pig-upms-biz,64,0,0.046875,0.0,64,0.0
pinterest__secor_pinterest__secor,4208,92,0.3034695817490494,0.0,2105,2.1863117870722433
pivovarit__throwing-function_pivovarit__throwing-function,125,0,0.208,0.0,69,0.0
pixelsdb__pixels_pixels-amphi,3539,2,0.3526419892625035,0.0,2731,0.05651313930488839
pixelsdb__pixels_pixels-cache,12263,0,0.05104786756911033,0.0,1116,0.0
pixelsdb__pixels_pixels-cli,12482,1,0.062009293382470757,0.0,1262,0.00801153661272232
pixelsdb__pixels_pixels-daemon,12685,3,0.058494284588096176,0.0,1462,0.023649980291683092
pixelsdb__pixels_pixels-example,1400,6,0.1707142857142857,0.0,1291,0.4285714285714286
pixelsdb__pixels_pixels-executor,12130,0,0.03866446826051113,0.0,964,0.0
pixelsdb__pixels_pixels-index-main-sqlite,314,0,0.5573248407643312,0.0,87,0.0
pixelsdb__pixels_pixels-index-rocksdb,12278,3,0.05139273497312266,0.0,1116,0.024433946896888742
pixelsdb__pixels_pixels-index-rockset,12138,0,0.04127533366287692,0.0,1116,0.0
pixelsdb__pixels_pixels-invoker-lambda,533,0,0.45590994371482174,0.0,260,0.0
pixelsdb__pixels_pixels-invoker-spike,544,0,0.6452205882352942,0.0,315,0.0
pixelsdb__pixels_pixels-invoker-vhive,547,0,0.6471663619744058,0.0,315,0.0
pixelsdb__pixels_pixels-parser,2224,14,0.44469424460431656,0.0,1720,0.6294964028776978
pixelsdb__pixels_pixels-planner,12263,0,0.05104786756911033,0.0,1116,0.0
pixelsdb__pixels_pixels-retina,544,0,0.6452205882352942,0.0,315,0.0
pixelsdb__pixels_pixels-scaling-ec2,784,0,0.24872448979591838,0.0,606,0.0
pixelsdb__pixels_pixels-scaling-general,418,0,0.5382775119617225,0.0,315,0.0
pixelsdb__pixels_pixels-server,15010,0,0.10966022651565623,0.0,3450,0.0
pixelsdb__pixels_pixels-storage-gcs,599,1,0.49081803005008345,0.0,463,0.1669449081803005
pixelsdb__pixels_pixels-storage-hdfs,12833,1,0.036078859191147825,0.0,1815,0.0077924101924725315
pixelsdb__pixels_pixels-storage-localfs,187,0,0.25668449197860965,0.0,87,0.0
pixelsdb__pixels_pixels-storage-mock,187,0,0.25668449197860965,0.0,87,0.0
pixelsdb__pixels_pixels-storage-redis,483,1,0.35610766045548653,0.0,109,0.2070393374741201
pixelsdb__pixels_pixels-storage-s3,1442,0,0.20388349514563106,0.0,1187,0.0
pixelsdb__pixels_pixels-storage-stream,2090,1,0.09665071770334928,0.0,1990,0.04784688995215311
pixelsdb__pixels_pixels-worker-common,336,0,0.5386904761904762,0.0,110,0.0
plantuml__plantuml-server_plantuml__plantuml-server,555,0,0.03063063063063063,0.0,549,0.0
prometheus__jmx_exporter_integration_tests,8248,1,0.0006062075654704171,0.0,3,0.012124151309408342
prometheus__jmx_exporter_jmx_prometheus_common,8248,0,0.0006062075654704171,0.0,8248,0.0
protegeproject__protege_protege-launcher,668,0,0.08233532934131736,0.0,402,0.0
pwm-project__pwm_data-service,24,0,0.2916666666666667,0.0,1,0.0
pwm-project__pwm_onejar,2,0,1.0,0.0,0,0.0
pwm-project__pwm_rest-test-service,18,0,0.05555555555555555,0.0,0,0.0
qifan777__dive-into-spring-ai_qifan777__dive-into-spring-ai,2121,9,0.10183875530410184,0.0,1964,0.4243281471004243
qoomon__maven-git-versioning-extension_qoomon__maven-git-versioning-extension,197,0,0.06091370558375635,0.0,154,0.0
querydsl__querydsl_querydsl-apt,2660,0,0.016917293233082706,0.0,2338,0.0
querydsl__querydsl_querydsl-codegen,30,0,0.06666666666666667,0.0,10,0.0
querydsl__querydsl_querydsl-codegen-utils,30,0,0.06666666666666667,0.0,10,0.0
querydsl__querydsl_querydsl-collections,90,0,0.26666666666666666,0.0,61,0.0
querydsl__querydsl_querydsl-example-jpa-guice,2463,0,0.004060089321965083,0.0,2451,0.0
querydsl__querydsl_querydsl-example-sql-guice,50,0,0.0,0.0,50,0.0
querydsl__querydsl_querydsl-example-sql-spring,50,0,0.0,0.0,50,0.0
querydsl__querydsl_querydsl-jdo,30,0,0.06666666666666667,0.0,10,0.0
querydsl__querydsl_querydsl-jpa,30,0,0.06666666666666667,0.0,10,0.0
querydsl__querydsl_querydsl-lucene4,3641,12,0.09118374073056852,0.0,2390,0.32957978577313923
querydsl__querydsl_querydsl-lucene5,2265,44,0.06799116997792494,0.0,1652,1.9426048565121412
querydsl__querydsl_querydsl-maven-plugin,2,0,1.0,0.0,0,0.0
querydsl__querydsl_querydsl-spatial,50,0,0.04,0.0,6,0.0
rampatra__jbot_jbot,36,0,0.4444444444444444,0.0,35,0.0
rampatra__jbot_jbot-example,27,0,0.37037037037037035,0.0,26,0.0
raydac__java-binary-block-parser_jbbp-gradle,1,0,1.0,0.0,0,0.0
raydac__java-binary-block-parser_jbbp-gradle5-plugin-test,1,0,1.0,0.0,0,0.0
raydac__java-binary-block-parser_jbbp-gradle6-plugin-test,1,0,1.0,0.0,0,0.0
raydac__java-binary-block-parser_jbbp-gradle7-plugin-test,1,0,1.0,0.0,0,0.0
raydac__java-binary-block-parser_jbbp-gradle8-plugin-test,1,0,1.0,0.0,0,0.0
raydac__java-binary-block-parser_jbbp-maven-plugin,774,0,0.1511627906976744,0.0,741,0.0
raydac__java-binary-block-parser_jbbp-mvn-test-customvars,1,0,1.0,0.0,0,0.0
raydac__java-binary-block-parser_jbbp-mvn-test-getterssetters,1,0,1.0,0.0,0,0.0
raydac__java-binary-block-parser_jbbp-plugin-common,1,0,1.0,0.0,0,0.0
rayokota__kareldb_kareldb-core,2886,6,0.08662508662508663,0.0,2680,0.2079002079002079
rayokota__kareldb_kareldb-server,344,0,0.12790697674418605,0.0,154,0.0
rayokota__kcache_kcache,144,0,0.06944444444444445,0.0,95,0.0
rayokota__kcache_kcache-bdbje,144,0,0.06944444444444445,0.0,95,0.0
rayokota__kcache_kcache-benchmark,117,0,0.0,0.0,0,0.0
rayokota__kcache_kcache-caffeine,144,0,0.06944444444444445,0.0,95,0.0
rayokota__kcache_kcache-lmdb,165,0,0.07878787878787878,0.0,109,0.0
rayokota__kcache_kcache-mapdb,339,0,0.12389380530973451,0.0,278,0.0
rayokota__kcache_kcache-rdbms,1216,11,0.4161184210526316,0.0,136,0.9046052631578948
rayokota__kcache_kcache-rocksdb,158,1,0.08860759493670886,0.0,95,0.6329113924050633
reficio__p2-maven-plugin_reficio__p2-maven-plugin,3530,3,0.05099150141643059,0.0,3491,0.08498583569405099
reugn__dev-tools_reugn__dev-tools,279,0,0.1935483870967742,0.0,135,0.0
revelc__formatter-maven-plugin_revelc__formatter-maven-plugin,195,0,0.020512820512820513,0.0,93,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-beta-api,144,0,0.006944444444444444,0.0,144,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-beta-client,1660,2,0.0783132530120482,0.0,961,0.12048192771084339
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-common-tools,28,0,0.03571428571428571,0.0,0,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-data-transfer-ftp,6,0,1.0,0.0,0,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-rpc-commons,999,0,0.014014014014014014,0.0,999,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-rpc-consumer,144,0,0.006944444444444444,0.0,144,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-security-base,1,0,1.0,0.0,0,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-support-api-online,1,0,1.0,0.0,0,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-support-risedata-jpa-repository,1,0,1.0,0.0,0,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-support-risedata-scheduler,1,0,1.0,0.0,0,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-support-risedata-security,1,0,1.0,0.0,0,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-support-y9kernel-security,1,0,1.0,0.0,0,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-webapp-risedata-executor,1,0,1.0,0.0,0,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-webapp-risedata-log,1,0,1.0,0.0,0,0.0
risesoft-y9__DataFlow-Engine_risenet-y9boot-webapp-risedata-manager,1,0,1.0,0.0,0,0.0
rstoyanchev__spring-websocket-portfolio_rstoyanchev__spring-websocket-portfolio,63,0,0.25396825396825395,0.0,52,0.0
runelite__runelite_runelite-jshell,272,1,0.16544117647058823,0.0,206,0.3676470588235294
runelite__runelite_runelite-maven-plugin,164,0,0.17682926829268292,0.0,162,0.0
s3-wagon-private__s3-wagon-private_s3-wagon-private__s3-wagon-private,1478,1,0.43031123139377536,0.0,983,0.06765899864682003
saoshao__DetSql_saoshao__DetSql,79,0,0.3670886075949367,0.0,12,0.0
schemacrawler__SchemaCrawler_schemacrawler-commandline,437,2,0.013729977116704805,0.0,336,0.4576659038901602
schemacrawler__SchemaCrawler_schemacrawler-db2,447,0,0.026845637583892617,0.0,346,0.0
schemacrawler__SchemaCrawler_schemacrawler-diagram,432,0,0.006944444444444444,0.0,336,0.0
schemacrawler__SchemaCrawler_schemacrawler-examplecode,512,0,0.099609375,0.0,411,0.0
schemacrawler__SchemaCrawler_schemacrawler-hsqldb,447,0,0.026845637583892617,0.0,346,0.0
schemacrawler__SchemaCrawler_schemacrawler-lint,442,0,0.020361990950226245,0.0,341,0.0
schemacrawler__SchemaCrawler_schemacrawler-loader,432,1,0.006944444444444444,0.0,336,0.23148148148148145
schemacrawler__SchemaCrawler_schemacrawler-mysql,447,0,0.026845637583892617,0.0,346,0.0
schemacrawler__SchemaCrawler_schemacrawler-offline,442,0,0.020361990950226245,0.0,341,0.0
schemacrawler__SchemaCrawler_schemacrawler-operations,438,0,0.0136986301369863,0.0,341,0.0
schemacrawler__SchemaCrawler_schemacrawler-oracle,447,0,0.026845637583892617,0.0,346,0.0
schemacrawler__SchemaCrawler_schemacrawler-postgresql,447,0,0.026845637583892617,0.0,346,0.0
schemacrawler__SchemaCrawler_schemacrawler-scripting,442,3,0.020361990950226245,0.0,341,0.6787330316742082
schemacrawler__SchemaCrawler_schemacrawler-sqlite,447,0,0.026845637583892617,0.0,346,0.0
schemacrawler__SchemaCrawler_schemacrawler-sqlserver,447,0,0.026845637583892617,0.0,346,0.0
schemacrawler__SchemaCrawler_schemacrawler-testdb,428,0,0.0,0.0,331,0.0
schemacrawler__SchemaCrawler_schemacrawler-text,433,1,0.006928406466512702,0.0,336,0.23094688221709006
schemacrawler__SchemaCrawler_schemacrawler-tools,432,1,0.006944444444444444,0.0,332,0.23148148148148145
schemacrawler__SchemaCrawler_schemacrawler-utility,427,0,0.0,0.0,331,0.0
shibing624__similarity_shibing624__similarity,684,0,0.033625730994152045,0.0,65,0.0
shred__acme4j_acme4j-client,5489,0,0.00437238112588814,0.0,3590,0.0
shred__acme4j_acme4j-example,74,0,0.17567567567567569,0.0,18,0.0
shred__acme4j_acme4j-it,74,0,0.17567567567567569,0.0,18,0.0
shred__acme4j_acme4j-smime,3646,0,0.005211190345584202,0.0,1805,0.0
skjolber__3d-bin-container-packing_algorithm,233,0,0.0815450643776824,0.0,64,0.0
skjolber__3d-bin-container-packing_api,333,0,0.1021021021021021,0.0,104,0.0
skjolber__3d-bin-container-packing_core,100,0,0.15,0.0,40,0.0
skjolber__3d-bin-container-packing_extreme-points,82,0,0.15853658536585366,0.0,22,0.0
skjolber__3d-bin-container-packing_jmh,83,0,0.1686746987951807,0.0,22,0.0
skjolber__3d-bin-container-packing_packaging,233,0,0.0815450643776824,0.0,64,0.0
skjolber__3d-bin-container-packing_test,251,0,0.08366533864541832,0.0,82,0.0
sladkoff__minecraft-prometheus-exporter_sladkoff__minecraft-prometheus-exporter,406,0,0.06157635467980296,0.0,280,0.0
sofastack__sofa-jraft_jraft-example,945,23,0.2857142857142857,0.0,533,2.433862433862434
sofastack__sofa-jraft_jraft-test,6,0,0.0,0.0,0,0.0
sofastack__sofa-jraft_rheakv-pd,1075,45,0.3655813953488372,0.0,669,4.186046511627907
sofastack__sofa-jraft_rpc-grpc-impl,449,0,0.24721603563474387,0.0,285,0.0
sohutv__mqcloud_mq-client-common-open,3013,0,0.07102555592432791,0.0,2241,0.0
sohutv__mqcloud_mq-client-open,1381,3,0.4105720492396814,0.0,371,0.2172338884866039
sohutv__mqcloud_mq-cloud-common,535,0,0.08785046728971962,0.0,265,0.0
sohutv__mqcloud_mq-flink-client,1183,6,0.15722738799661876,0.0,846,0.5071851225697379
somta__Juggle_common,531,16,0.3050847457627119,0.0,326,3.0131826741996233
somta__Juggle_juggle-sdk-java,16,0,0.0,0.0,0,0.0
spotbugs__sonar-findbugs_multi-module-core,220,0,0.19090909090909092,0.0,220,0.0
spotbugs__sonar-findbugs_multi-module-groovy,790,0,0.0,0.0,410,0.0
spotbugs__sonar-findbugs_multi-module-kotlin,6718,0,0.05983923786841322,0.0,5266,0.0
spotbugs__sonar-findbugs_spotbugs__sonar-findbugs,11,0,0.2727272727272727,0.0,4,0.0
spring-cloud-samples__brewery_brewing,10777,0,0.00909343973276422,0.0,10747,0.0
spring-cloud-samples__brewery_common,1531,0,0.018288700195950358,0.0,1529,0.0
spring-cloud-samples__brewery_config-server,10736,0,0.03129657228017884,0.0,10716,0.0
spring-cloud-samples__brewery_eureka,1964,0,0.023421588594704685,0.0,1945,0.0
spring-cloud-samples__brewery_gateway,2516,0,0.028616852146263912,0.0,2497,0.0
spring-cloud-samples__brewery_ingredients,10617,0,0.0077234623716680795,0.0,10598,0.0
spring-cloud-samples__brewery_presenting,10718,0,0.007837283075200598,0.0,10699,0.0
spring-cloud-samples__brewery_reporting,2471,0,0.028733306353702956,0.0,2452,0.0
spring-cloud__spring-cloud-circuitbreaker_spring-cloud-circuitbreaker-resilience4j,9,0,0.0,0.0,6,0.0
spring-cloud__spring-cloud-config_spring-cloud-config-client,51,0,0.0,0.0,34,0.0
spring-cloud__spring-cloud-consul_spring-cloud-consul-binder,254,0,0.3543307086614173,0.0,254,0.0
spring-cloud__spring-cloud-consul_spring-cloud-consul-core,3,0,0.0,0.0,0,0.0
spring-cloud__spring-cloud-consul_spring-cloud-consul-discovery,3,0,0.0,0.0,0,0.0
spring-cloud__spring-cloud-vault_spring-cloud-vault-config,162,0,0.19135802469135801,0.0,161,0.0
spring-io__initializr_initializr-docs,45,0,0.15555555555555556,0.0,43,0.0
spring-io__initializr_initializr-generator-spring,58,0,0.10344827586206896,0.0,58,0.0
spring-io__initializr_initializr-generator-test,58,0,0.10344827586206896,0.0,58,0.0
spring-io__initializr_initializr-metadata,156,0,0.038461538461538464,0.0,95,0.0
spring-io__initializr_initializr-version-resolver,43,0,0.13953488372093023,0.0,43,0.0
spring-io__initializr_initializr-web,14,0,0.9285714285714286,0.0,2,0.0
spring-io__start.spring.io_test-support,43,0,0.13953488372093023,0.0,2,0.0
spring-petclinic__spring-framework-petclinic_spring-petclinic__spring-framework-petclinic,398,10,0.6130653266331658,0.0,176,2.512562814070352
spring-petclinic__spring-petclinic-rest_openapi,2068,1,0.07446808510638298,0.0,1824,0.04835589941972921
spring-petclinic__spring-petclinic-rest_spring-petclinic__spring-petclinic-rest,346,1,0.031791907514450865,0.0,211,0.2890173410404624
spring-projects__spring-ai-examples_brave,15,0,0.13333333333333333,0.0,15,0.0
spring-projects__spring-ai-examples_brave-chatbot,2,0,1.0,0.0,2,0.0
spring-projects__spring-ai-examples_brave-docker-agents-gateway,15,0,0.13333333333333333,0.0,15,0.0
spring-projects__spring-ai-examples_brave-starter,2,0,1.0,0.0,2,0.0
spring-projects__spring-ai-examples_chain-workflow,161,0,0.08695652173913043,0.0,161,0.0
spring-projects__spring-ai-examples_chatbot,15,0,0.13333333333333333,0.0,15,0.0
spring-projects__spring-ai-examples_client,3,0,0.6666666666666666,0.0,3,0.0
spring-projects__spring-ai-examples_evaluator-optimizer,162,0,0.08641975308641975,0.0,162,0.0
spring-projects__spring-ai-examples_filesystem,15,0,0.13333333333333333,0.0,15,0.0
spring-projects__spring-ai-examples_helloworld,308,0,0.07467532467532467,0.0,308,0.0
spring-projects__spring-ai-examples_manual-webflux-server,170,3,0.09411764705882353,0.0,159,1.7647058823529411
spring-projects__spring-ai-examples_mcp-annotations-server,1,0,1.0,0.0,1,0.0
spring-projects__spring-ai-examples_mcp-sampling-client,4,0,0.75,0.0,4,0.0
spring-projects__spring-ai-examples_mcp-weather-webmvc-server,1,0,1.0,0.0,1,0.0
spring-projects__spring-ai-examples_openai-streaming-response,271,0,0.07380073800738007,0.0,271,0.0
spring-projects__spring-ai-examples_orchestrator-workers,161,0,0.08695652173913043,0.0,161,0.0
spring-projects__spring-ai-examples_parallelization-workflow,161,0,0.08695652173913043,0.0,161,0.0
spring-projects__spring-ai-examples_prompt-engineering-patterns,113,0,0.061946902654867256,0.0,113,0.0
spring-projects__spring-ai-examples_reflection,308,0,0.07467532467532467,0.0,308,0.0
spring-projects__spring-ai-examples_routing-workflow,161,0,0.08695652173913043,0.0,161,0.0
spring-projects__spring-ai-examples_server,1,0,1.0,0.0,1,0.0
spring-projects__spring-ai-examples_simple,15,0,0.13333333333333333,0.0,15,0.0
spring-projects__spring-ai-examples_spring-ai-java-function-callback,162,0,0.08641975308641975,0.0,162,0.0
spring-projects__spring-ai-examples_starter-default-client,2,0,1.0,0.0,2,0.0
spring-projects__spring-ai-examples_starter-stdio-server,1,0,1.0,0.0,1,0.0
spring-projects__spring-ai-examples_starter-webflux-client,2,0,1.0,0.0,2,0.0
spring-projects__spring-ai-examples_starter-webflux-server,1,0,1.0,0.0,1,0.0
spring-projects__spring-ai-examples_starter-webmvc-oauth2-server,141,0,0.05673758865248227,0.0,141,0.0
spring-projects__spring-ai-examples_starter-webmvc-server,1,0,1.0,0.0,1,0.0
spring-projects__spring-batch_spring-batch-integration,98,0,0.0,0.0,37,0.0
spring-projects__spring-batch_spring-batch-samples,105,0,0.009523809523809525,0.0,37,0.0
spring-projects__spring-data-jpa_spring-data-envers,17,0,0.0,0.0,17,0.0
spring-projects__spring-data-rest_spring-data-rest-core,68,0,0.0,0.0,68,0.0
spring-projects__spring-data-rest_spring-data-rest-hal-explorer,19,0,0.05263157894736842,0.0,17,0.0
spring-projects__spring-data-rest_spring-data-rest-tests-jpa,110,0,0.01818181818181818,0.0,68,0.0
spring-projects__spring-data-rest_spring-data-rest-tests-mongodb,23,0,0.08695652173913043,0.0,17,0.0
spring-projects__spring-data-rest_spring-data-rest-tests-security,19,0,0.05263157894736842,0.0,17,0.0
spring-projects__spring-data-rest_spring-data-rest-tests-shop,19,0,0.05263157894736842,0.0,17,0.0
spring-projects__spring-grpc_grpc-client,8,0,0.0,0.0,8,0.0
spring-projects__spring-grpc_grpc-oauth2,116,0,0.23275862068965517,0.0,108,0.0
spring-projects__spring-grpc_grpc-reactive,138,0,0.2898550724637681,0.0,130,0.0
spring-projects__spring-grpc_grpc-secure,58,0,0.46551724137931033,0.0,50,0.0
spring-projects__spring-grpc_grpc-server,138,0,0.2898550724637681,0.0,130,0.0
spring-projects__spring-grpc_grpc-server-netty-shaded,58,0,0.46551724137931033,0.0,50,0.0
spring-projects__spring-grpc_grpc-tomcat,58,0,0.46551724137931033,0.0,50,0.0
spring-projects__spring-grpc_grpc-tomcat-secure,87,0,0.3103448275862069,0.0,79,0.0
spring-projects__spring-grpc_grpc-webflux,58,0,0.46551724137931033,0.0,50,0.0
spring-projects__spring-grpc_grpc-webflux-secure,116,0,0.23275862068965517,0.0,108,0.0
spring-projects__spring-grpc_spring-grpc-core,511,1,0.15264187866927592,0.0,465,0.19569471624266144
spring-projects__spring-grpc_spring-grpc-docs,98,0,0.0,0.0,37,0.0
spring-projects__spring-grpc_spring-grpc-spring-boot-autoconfigure,517,0,0.10058027079303675,0.0,498,0.0
spring-projects__spring-grpc_spring-grpc-test,39,0,0.0,0.0,39,0.0
spring-projects__spring-modulith_spring-modulith-actuator,98,0,0.0,0.0,37,0.0
spring-projects__spring-modulith_spring-modulith-apt,3,0,1.0,0.0,0,0.0
spring-projects__spring-modulith_spring-modulith-docs,98,0,0.0,0.0,37,0.0
spring-projects__spring-modulith_spring-modulith-events-amqp,113,0,0.0,0.0,52,0.0
spring-projects__spring-modulith_spring-modulith-events-api,15,0,0.0,0.0,15,0.0
spring-projects__spring-modulith_spring-modulith-events-core,15,0,0.0,0.0,15,0.0
